int64_field_0,venda_id,nome_produto,data_venda,quantidade
13404,11318,Sal de Frutas Eno Limão 100g,02-2024,35.0
13435,1826,Lisador 24 comprimidos,02-2024,35.0
16063,4850,"BENICAR HCT - 20 + 12,5mg, 30 comprimidos revestidos",02-2024,35.0
16280,13910,"Elpenzo 10mg, 30 Comprimidos Revestidos",02-2024,35.0
17560,5546,Artrosil 320mg 20 cápsulas duras de liberação prolongada,02-2024,35.0
17762,24566,"Verrux 0,20g/ml + ,015ml/ml Solução 10ml",02-2024,35.0
18431,23582,Pasta D'Água Calamed Cimed 250mg/g 100g,02-2024,35.0
18590,11942,"Xafac 2,5mg 30 comprimidos",02-2024,35.0
19162,13118,"Clexane 60mg, 2 seringas preenchidas com 0,6mL de solução de uso subcutâneo ou intramuscular + sistema de segurança",02-2024,35.0
19542,23078,Prolopa 200/50mg 30 comprimidos,02-2024,35.0
20185,23906,Kelo-Cote Spray 100ml,02-2024,35.0
20391,14246,"AdviPro 11,6mg Gel 60g",02-2024,35.0
20975,6602,Salonpas Gel 40g,02-2024,35.0
22010,17162,"Toujeo 300U/ml 1 caneta descartável com 1,5ml de solução injetável",02-2024,35.0
22325,21506,"Solução Oftálmica Patanol 1,11mg/ml 5ml",02-2024,35.0
22650,22298,Jofix 8mg 10 comprimidos orodispersíveis,02-2024,35.0
22742,17594,Retemic 5mg 30 comprimidos,02-2024,35.0
23200,10298,OsteoNutri 600mg + 400UI 60 comprimidos revestidos,02-2024,35.0
24835,18434,Sumax 25mg 6 comprimidos revstidos,02-2024,35.0
24846,21626,"Solução Oftálmica Pred Mild 0,12% 10ml",02-2024,35.0
25117,5042,"Triplixam 5mg + 1,25mg + 10mg 30 comprimidos revestidos",02-2024,35.0
25169,22490,Peridal 10mg 30 comprimidos,02-2024,35.0
27663,4022,Micardis Anlo 80mg + 5mg 30 comprimidos,02-2024,35.0
27932,26822,Daraprim 25mg 30 comprimidos,02-2024,35.0
28656,18566,Brondilat 50mg/5ml Xarope Sabor Framboesa 120ml,02-2024,35.0
28750,18950,"INIBINA - 10mg, 20 comprimidos",02-2024,35.0
28897,14990,Buscofem 400mg 20 cápsulas,02-2024,35.0
29138,14858,Lonium 40mg 60 comprimidos revestidos,02-2024,35.0
29217,14042,Rosucor 10mg 60 comprimidos revestidos,02-2024,35.0
30026,15002,Buscopan Composto 4 comprimidos revestidos,02-2024,35.0
30567,20558,Biovicerin 6 flaconetes com 5ml cada,02-2024,35.0
30721,30753,"Verrux 0,20g/ml + ,015ml/ml Solução 10ml",02-2024,35.0
268,11822,Riopan Plus 80mg/ml + 10mg/ml 240ml,02-2024,36.0
1369,6434,"Rozex 7,5mg/g Gel 30g",02-2024,36.0
3061,26978,"Inpruv DK 50.000UI + 100mcg Apsen, 4 Comprimidos",02-2024,36.0
3742,19526,Utrogestan 200mg com 42 cápsulas,02-2024,36.0
6796,4826,Benicar 40mg 30 comprimidos revestidos,02-2024,36.0
7257,24998,Complexo Homeopático Almeida Prado N 18 60 Comprimidos,02-2024,36.0
7569,14678,Albocresil 18mg/ml Gel 50g + Aplicador,02-2024,36.0
8148,9362,Chá Stilgrip Sabor Mel e Limão 5g,02-2024,36.0
8290,23330,Mel Rosado ADV 30ml,02-2024,36.0
8416,25046,Duomo HP 2mg + 5 mg 30 cápsulas,02-2024,36.0
9037,8918,"Niki 3mg + 0,02mg 72 comprimidos revestidos",02-2024,36.0
9066,9038,Nordette 150/30mcg 63 drágeas,02-2024,36.0
9150,16202,"Solução Nasal Aturgyl 0,5mg/ml Spray 15ml",02-2024,36.0
9637,27518,"Suplemento Vitamínico Unizinco 17,60mg/ml Sabor Tutti Frutti 100ml",02-2024,36.0
10151,15602,Descongestionante Nasal Sorine H 3% Spray 50ml,02-2024,36.0
10587,5678,Acular LS 4mg/ml Solução Oftálmica 10ml,02-2024,36.0
11326,20342,Probiótico Culturelle Saúde Digestiva 10 Cápsulas,02-2024,36.0
11457,8090,"Level 0,10mg + 0,02mg 21 comprimidos revestidos",02-2024,36.0
11550,19826,Puran T4 50mcg 30 comprimidos,02-2024,36.0
12252,4646,Diovan Amlo Fix 160mg + 10mg 28 comprimidos revestidos,02-2024,36.0
12815,27062,Suplemento Alimentar Doss 2.000UI Vitamina D3 30 cápsulas gelatinosas moles,02-2024,36.0
12917,10070,Equitam 80mg 30 Comprimidos Revestidos,02-2024,36.0
13080,20186,Óleo de Rícino ADV Farma 30ml,02-2024,36.0
14185,19682,Euthyrox 25mcg 50 comprimidos,02-2024,36.0
14202,14078,"Biofenac 11,6mg/g Gel 30g",02-2024,36.0
15126,27602,Adipept 20mg 28 comprimidos revestidos,02-2024,36.0
15421,30405,Descongestionante Nasal Sorine H 3% Spray 50ml,02-2024,36.0
16231,13214,Daflon 1000mg FFPM 60 comprimidos revestidos,02-2024,36.0
17332,12398,Amiobal 200MG 30 Comprimidos,02-2024,36.0
17387,9014,Ciclo 21 União Química 21 comprimidos,02-2024,36.0
18080,22850,Actonel Chronos 35mg 4 comprimidos revestidos de liberação retardada,02-2024,36.0
18233,21374,Solução Oftálmica TriSorb 15ml,02-2024,36.0
19978,7814,Depo-Medrol 40mg/ml 1 ampola de 2ml,02-2024,36.0
20674,28778,Puran T4 75mcg 30 comprimidos,02-2024,36.0
20883,23018,Parkidopa 250mg + 25mg 30 comprimidos,02-2024,36.0
21550,8798,"Elani Ciclo 3mg + 0,03mg 63 comprimidos revestidos",02-2024,36.0
21727,9290,Carverol 250mg 20 comprimidos,02-2024,36.0
23476,6206,Arflex Retard 200mg 12 cápsulas de ação prolongada,02-2024,36.0
23499,7958,"Feminique Conti 3mg + 0,03mg 28 comprimidos",02-2024,36.0
23503,242,Elidel 10mg/g Creme 15g,02-2024,36.0
23600,20210,Complexo Homeopático Almeida Prado N 46 60 Comprimidos,02-2024,36.0
24162,18050,Pastilha Ciflogex Sabor Laranja 12un,02-2024,36.0
24182,19862,Puran T4 75mcg 30 comprimidos,02-2024,36.0
25107,15638,Solução Nasal Sorine Jet Baby Jato Suave Contínuo 100ml,02-2024,36.0
26316,13334,"Concárdio 2,5mg 30 comprimidos revestidos",02-2024,36.0
27816,5906,Xefo 8mg 20 comprimidos revestidos,02-2024,36.0
28149,16358,Forxiga 10mg 30 comprimidos revestidos,02-2024,36.0
28303,6662,Mioflex A 125mg + 50mg + 300mg + 30mg 30 Comprimidos,02-2024,36.0
29042,1346,Histadin D 5mg + 120mg 12 comprimidos revestidos,02-2024,36.0
29756,6614,Salonpas Air Aerosol 80ml,02-2024,36.0
30215,13610,Vaslip 20mg 30 comprimidos revestidos,02-2024,36.0
30369,19958,Puran T4 200mcg 30 comprimidos,02-2024,36.0
2387,24398,Helioral 250mg 60 cápsulas,02-2024,37.0
3057,30101,Loxonin 60mg 30 comprimidos,02-2024,37.0
4507,8066,"Tantin 0,060mg + 0,015mg 84 comprimidos revestidos",02-2024,37.0
5725,24746,Escabin Pro 4% Emulsão Capilar 100ml,02-2024,37.0
6849,27362,Vitamina D3 Addera D3 50.000UI 10 comprimidos revestidos,02-2024,37.0
7654,11186,Sal de Frutas Eno Laranja 2 envelopes com 5g,02-2024,37.0
8013,24866,Kit Solução Estéril para Lentes Bio Lent 360ml + 120ml + Estojo para Lentes,02-2024,37.0
9400,23762,Loção Oleosa Dersani 200ml,02-2024,37.0
9881,3206,Unoprost 4mg 30 comprimidos,02-2024,37.0
9973,4010,Micardis Anlo 80mg + 10mg 30 comprimidos,02-2024,37.0
9975,1574,Flanax 275mg 2 Comprimidos Revestidos,02-2024,37.0
11648,14390,Hirudoid 500 Pomada 5mg/g 40g,02-2024,37.0
13564,25358,PANTOGAR - 60 cápsulas gelatinosas duras?,02-2024,37.0
13851,2030,Alivium 400mg 10 cápsulas líquidas,02-2024,37.0
14151,15110,Atrofem 400mg 2 cápsulas,02-2024,37.0
14238,338,Maleato de Dexclorfeniramina 2mg/5ml Cimed 120ml,02-2024,37.0
14511,7106,Corticorten 20mg 20 comprimidos,02-2024,37.0
14921,17114,"Xultophy 100UI/ml + 3,6mg/ml 1 sistema de aplicação com 3ml de solução",02-2024,37.0
15243,8966,"Micropil R21 0,075 + 0,020mg 21 comprimidos revestidos",02-2024,37.0
15575,8378,Librene Diu Cobre e Prata Tamanho Mini TCU380AG,02-2024,37.0
16097,986,Advantan 1mg/ml Solução Capilar 20ml,02-2024,37.0
16401,19178,Suplemento Alimentar Neutrofer Folato D 30 comprimidos revestidos,02-2024,37.0
16724,26786,"Annita 500mg, 6 comprimidos revestidos",02-2024,37.0
18461,17126,Apidra Solostar 100UI/ml 1 carpule com 3ml + 1 sistema de aplicação,02-2024,37.0
19422,26690,Percof 6mg/ml 120ml,02-2024,37.0
19440,818,Alektos 20mg 30 comprimidos,02-2024,37.0
19947,25490,Complexo Homeopático Almeida Prado N 28 60 Comprimidos,02-2024,37.0
19983,22106,"Vesomni 6mg + 0,4mg 30 comprimidos revestidos de liberação modificada",02-2024,37.0
20025,7358,Loxonin 60mg 30 comprimidos,02-2024,37.0
20082,8822,Gestinol 28 75mcg +30mcg 28 comprimidos revestidos,02-2024,37.0
20496,28391,"Glucovance 500 + 2,5mg 30 comprimidos revestidos",02-2024,37.0
20595,5066,Propranolol 40mg 30 comprimidos,02-2024,37.0
21039,20330,Supositório de Glicerina Granado Infantil 12un,02-2024,37.0
22197,22574,Motilium 10mg 60 comprimidos,02-2024,37.0
22285,14510,Gino-Canesten 6 Dias Creme 35g + 6 aplicadores,02-2024,37.0
22737,11798,Antiácido Simeco Plus Sabor Hortelã 240ml,02-2024,37.0
23363,25886,Folacin Sabor Laranja Gotas 30ml,02-2024,37.0
27167,16526,Humulin N NPH 100UI/ml 1 ampola com 10ml,02-2024,37.0
27227,16886,"Glucovance 500 + 2,5mg 30 comprimidos revestidos",02-2024,37.0
29309,14642,Gel Hidratante Intravaginal VagiSoft 30g + 10 Aplicadores Descartáveis,02-2024,37.0
33,16778,Stanglit 15mg 60 comprimidos,02-2024,38.0
545,2774,Tylenol DC 1g Multiplas Dores 4 comprimidos,02-2024,38.0
1935,6362,"Motix Solução Injetável 10 ampolas com 2,2ml cada",02-2024,38.0
2151,29958,Euthyrox 200mcg 50 comprimidos,02-2024,38.0
2320,19778,Euthyrox 200mcg 50 comprimidos,02-2024,38.0
2801,7682,Mesacol 250mg 15 supositórios,02-2024,38.0
2932,22238,Nautex 8mg 10 Comprimidos,02-2024,38.0
3813,12818,Velunid 450mg + 50mg 30 comprimidos revestidos,02-2024,38.0
4740,12998,Entresto 49mg + 51mg 60 comprimidos revestidos,02-2024,38.0
6145,16766,Stanglit 15mg 30 comprimidos,02-2024,38.0
7211,24374,Advantan 1mg/g Creme Dermatológico 15g,02-2024,38.0
8354,27794,Sucrafilm 200mg/m 20 flaconetes com 10ml cada,02-2024,38.0
9059,28462,Naldecon Pack 2 comprimidos Noite e 4 comprimidos Dia,02-2024,38.0
9576,6962,Flexive CDM Creme 50g,02-2024,38.0
10083,842,Amome 50mcg Spray Nasal 120 acionamentos,02-2024,38.0
10592,18218,Suplemento Alimentar Lipomax Cromo 60 cápsulas,02-2024,38.0
10630,28787,"SECNIDAL - 1000mg, 2 comprimidos revestidos",02-2024,38.0
10680,27002,"Inpruv DK 7.000UI + 100mcg Apsen, 8 Comprimidos",02-2024,38.0
10727,8498,"Microvlar 0,15mg + 0,03mg 63 drágeas",02-2024,38.0
11162,29355,Flogoral 3mg Pastilhas Sabor Cereja 12un,02-2024,38.0
11694,3170,Cordarex 5mg 30 comprimidos,02-2024,38.0
13037,10466,Artrodar 50mg 30 cápsulas,02-2024,38.0
13718,24422,"Cutisanol 3mg/g + 1,5mg/g + 93,33mg/g Pó 150g",02-2024,38.0
13955,4574,Diovan HCT 160mg + 25mg Novartis 28 comprimidos revestidos,02-2024,38.0
14405,17762,Diurix 25mg 30 comprimidos,02-2024,38.0
14715,10346,"Melocox 7,5mg 10 comprimidos",02-2024,38.0
15958,21398,"Solução Oftálmica Britens 0,2% + 0,5% 5ml",02-2024,38.0
16436,21938,"Xalatan 50mcg/ml Colírio 2,5ml",02-2024,38.0
16710,24326,Suavicid Legrand Bisnaga com 30g,02-2024,38.0
18274,20582,"Rapilax 7,5mg/ml Gotas 30ml",02-2024,38.0
19247,14654,Albocresil 90mg Óvulo 6un,02-2024,38.0
20770,30603,Valerimed 50mg 20 comprimidos revestidos,02-2024,38.0
21300,9626,Naldecon Pack 2 comprimidos Noite e 4 comprimidos Dia,02-2024,38.0
21474,11078,Digeliv 400GaIU 30 sachês com 2g cada,02-2024,38.0
21758,13082,"Clexane 40mg/0,4ml 6 seringas preenchidas com 0,4ml com sistema de segurança",02-2024,38.0
21809,14954,Buscopan Composto 20 comprimidos revestidos,02-2024,38.0
21927,22358,"Vonau Flash 8mg Biolab, 30 comprimidos de desintegração oral",02-2024,38.0
22711,902,"Antialérgico Polaramine Xarope 0,4mg/ml Sabor de Frutas 120ml",02-2024,38.0
23009,11882,Valerimed 50mg 20 comprimidos revestidos,02-2024,38.0
26128,22934,Solução Otológica Cerumin 8ml,02-2024,38.0
28041,18122,Pastilhas para Garganta Strepsils Sabor Mel e Limão 8 pastilhas,02-2024,38.0
28169,25838,Resist 500mg 30 cápsulas,02-2024,38.0
28214,26834,"SECNIDAL - 1000mg, 2 comprimidos revestidos",02-2024,38.0
29697,30063,"Rapilax 7,5mg/ml Gotas 30ml",02-2024,38.0
30680,17774,Flogoral 3mg Pastilhas Sabor Cereja 12un,02-2024,38.0
1028,5366,"Decadron 0,5mg/5ml Elixir Sabor Cereja e Menta 120ml",02-2024,39.0
1071,16862,Glifage XR 750mg 30 comprimidos de liberação prolongada,02-2024,39.0
2374,24122,Solução Spray Desaftan Aftas e Afecções Bucais 25ml,02-2024,39.0
3977,18974,Ogestan Pré 30 cápsulas,02-2024,39.0
6579,5414,Decadron 4mg 10 comprimidos,02-2024,39.0
6721,13982,Sinvastacor 40mg 30 comprimidos revestidos,02-2024,39.0
8401,1502,"Moment 0,25mg/ml 60ml",02-2024,39.0
8863,13718,Coledue R 10mg + 5mg 30 cápsulas duras,02-2024,39.0
10302,28262,Codroflex 500mg + 400mg 90 cápsulas,02-2024,39.0
10852,6674,Cizax 5mg 30 comprimidos,02-2024,39.0
10987,10478,Codroflex 500mg + 400mg 90 cápsulas,02-2024,39.0
11303,4514,Apresolina 25mg 20 drágeas,02-2024,39.0
11631,16478,Glyxambi 10mg/ 5mg 30 Comprimidos Revestidos,02-2024,39.0
11682,27290,Vitamina D3 Addera D3 2.000 U.I. 30 cápsulas gelatinosas,02-2024,39.0
11843,11714,Silimalon 70mg + 100mg 30 Drágeas,02-2024,39.0
14199,290,"Loratadina 1mg/ml, Cimed 100ml",02-2024,39.0
14332,3842,Press Plus 5mg + 10mg 30 cápsulas,02-2024,39.0
14444,20222,Suplemento Alimentar Probid 30 Cápsulas,02-2024,39.0
14712,2162,Doralgina Neo Química 20 drágeas,02-2024,39.0
15289,16382,Xigduo XR 5mg + 1000mg 60 comprimidos revestidos de liberação prolongada,02-2024,39.0
15655,21086,Probiótico Enterogermina Plus 5 frascos de 5ml,02-2024,39.0
15759,10586,Montelair 5mg Sabor Cereja 60 comprimidos mastigáveis,02-2024,39.0
15771,29255,Buscoduo 20 comprimidos revestidos,02-2024,39.0
15920,30211,Probiótico Enterogermina Plus 5 frascos de 5ml,02-2024,39.0
16683,18374,Sumax 50mg 2 comprimidos revestidos,02-2024,39.0
18475,1130,Antialérgico em Creme Histamin 10mg/g 30g,02-2024,39.0
18850,13862,Zinpass EZE 10mg + 10mg 30 comprimidos revestidos,02-2024,39.0
19269,10046,Ginkgo 40mg Herbarium 60 cápsulas duras,02-2024,39.0
20514,7526,Bálsamo Bengué Pomada 20g,02-2024,39.0
21376,27950,Uniprazol 20mg 56 cápsulas,02-2024,39.0
22026,1202,Antialérgico Allegra Pediátrico 6mg/ml 150ml,02-2024,39.0
25555,16682,Nesina Pio 25mg + 30mg 30 comprimidos revestidos,02-2024,39.0
25742,22622,Digestil 4mg/ml Sabor Menta 20ml,02-2024,39.0
25928,23486,"Drenison 0,125mg/g Creme 30g",02-2024,39.0
26035,17642,Cystex 24 drágeas,02-2024,39.0
26798,11402,Antiácido Sonrisal Sabor Tradicional 2 comprimidos efervescentes,02-2024,39.0
27841,15122,Buscoduo 20 comprimidos revestidos,02-2024,39.0
28488,11918,Ritmoneuran RTM Flaconete 10ml,02-2024,39.0
28493,3578,"Novanlo 2,5mg 30 comprimidos",02-2024,39.0
29180,9734,Tylenol 750mg 10 comprimidos revestidos,02-2024,39.0
981,3074,Bravan 80mg 30 comprimidos revestidos,02-2024,40.0
1049,16466,Jardiance 10mg 30 comprimidos revestidos,02-2024,40.0
1750,8558,"Belarina 2mg + 0,02mg 28 comprimidos revestidos",02-2024,40.0
1812,24350,Azelan Gel 150mg/g 30g,02-2024,40.0
2559,11126,Camomila Composta Catarinense Solução Oral 150ml,02-2024,40.0
2839,26930,Vitamina D 500UI Althaia Gotas 20ml,02-2024,40.0
3007,27818,Sucrafilm 1g 30 comprimidos mastigáveis,02-2024,40.0
3706,5114,"OLMY ANLO - 20mg + 5mg, 30 comprimidos revestidos",02-2024,40.0
5904,8630,Ceci 2mg + 1mg 28 comprimidos revestidos,02-2024,40.0
6735,734,"Avamys Spray Nasal 27,5mg 120 doses 9,1ml",02-2024,40.0
7260,9590,Naldecon Noite 4 comprimidos,02-2024,40.0
7731,2666,Ibupril 400mg 10 comprimidos,02-2024,40.0
8309,17786,Flogoral 3mg Pastilhas Sabor Laranja 12un,02-2024,40.0
9011,18758,Xarope Benetosse 15mg/ml Sabor Cereja 100ml,02-2024,40.0
9707,2198,Neosaldina Solução Oral 15ml,02-2024,40.0
9801,22454,Domperix 10mg 30 comprimidos,02-2024,40.0
10067,1118,Antialérgico Xarope Histamin 2mg/5ml 100ml,02-2024,40.0
10740,9806,Vick Pyrena Grip-7 10 Cápsulas,02-2024,40.0
10808,9386,Resfenol Xarope Sabor Laranja 100ml,02-2024,40.0
10915,9602,Naldecon Noite 24 comprimidos,02-2024,40.0
11048,8234,Tãmisa 15 60mcg + 15mcg 28 comprimidos revestidos,02-2024,40.0
11962,10778,Clenil Compositum A 400mcg/ml + 800mcg/ml 10 flaconetes com 2ml cada,02-2024,40.0
12471,27422,Vitamina D3 Addera D3 10.000UI 4 Cápsulas Moles,02-2024,40.0
14357,27614,Gaeso 40mg 28 comprimidos,02-2024,40.0
14407,29437,Resfenol Xarope Sabor Laranja 100ml,02-2024,40.0
15840,8402,"Ginesse 0,075mg + 0,02mg 21 comprimidos revestidos",02-2024,40.0
16074,8990,Pérola 75mcg 28 comprimidos revestidos,02-2024,40.0
16123,24734,Loção Pediletan 1% 60ml + Pente Fino,02-2024,40.0
16567,22394,Dramin B6 30ml,02-2024,40.0
16688,28541,"Novanlo 2,5mg 90 comprimidos",02-2024,40.0
20124,18206,Besomed Almeida Prado 60 Comprimidos,02-2024,40.0
21256,11450,Leite de Magnésia Eno Hortelã 350ml,02-2024,40.0
21388,23474,"Drenison 0,125mg/g Pomada 30g",02-2024,40.0
21658,19310,Synthroid 100mcg 30 comprimidos,02-2024,40.0
23866,17450,Pomada Proctyl 30g + 10 aplicadores,02-2024,40.0
24509,8774,"Elani Ciclo 3mg + 0,03mg 21 comprimidos revestidos",02-2024,40.0
24938,3866,"Novanlo 2,5mg 90 comprimidos",02-2024,40.0
25195,8078,"Tantin 0,060mg + 0,015mg 28 comprimidos revestidos",02-2024,40.0
25393,30723,"OLMY ANLO - 20mg + 5mg, 30 comprimidos revestidos",02-2024,40.0
25704,13682,Livalo 4mg 30 comprimidos revestidos,02-2024,40.0
25870,16838,Glifage 500mg 30 comprimidos revestidos,02-2024,40.0
27390,12134,Zinpass Eze 20mg + 10mg 30 comprimidos revestidos,02-2024,40.0
28878,2210,Neosaldina 30 drágeas,02-2024,40.0
29277,20282,Lactosil 10.000 FCC contém 30 Sachês 2g cada,02-2024,40.0
30351,14930,Perlatte 9.000 fcc 10 comprimidos,02-2024,40.0
30459,14738,Promim 10mg/g Creme Ginecológico 30g + 20 aplicadores,02-2024,40.0
1492,26678,Xarope Mucosolvan 15mg/5ml Pediátrico 120ml,02-2024,41.0
3042,11054,Bicarbonato de Sódio ADV 100g,02-2024,41.0
3473,24386,"ICADEN - 10mg/mL, 1 frasco spray com 60mL de solução de uso dermatológico",02-2024,41.0
4497,14306,Analgésico Aerossol Gelol 60ml,02-2024,41.0
5222,17858,"Flogoral 1,5mg/ml Sabor Laranja 250ml",02-2024,41.0
5664,19106,Suplemento Alimentar Ofolato SOP Sabor Tangerina 30 sachês,02-2024,41.0
6303,13598,Vaslip 10mg 30 comprimidos revestidos,02-2024,41.0
6772,8042,"Level 0,10mg + 0,02mg 63 comprimidos revestidos",02-2024,41.0
7316,30481,Xarelto 15mg 28 comprimidos revestidos,02-2024,41.0
9230,24758,Deltametril D 4% Emulsão Capilar 100ml,02-2024,41.0
10181,23438,Contractubex Gel 20g,02-2024,41.0
11157,22994,Suplemento Alimentar Calcitran D3 1000ui 60 comprimidos revestidos,02-2024,41.0
11175,15134,LuftaFEM 200mg + 500mg 12 comprimidos revestidos,02-2024,41.0
13096,14090,Miosan 5mg 10 comprimidos revestidos,02-2024,41.0
13109,22202,"Fenazic 7,5mg 30 comprimidos revestidos de liberação prolongada",02-2024,41.0
13970,11198,Sal de Frutas Eno Limão 2 envelopes com 5g,02-2024,41.0
16226,12446,Xarelto 15mg 28 comprimidos revestidos,02-2024,41.0
17107,21482,"Solução Oftálmica Azorga 10mg/ml + 6,8mg/ml 6ml",02-2024,41.0
17265,27746,Novoprazol 20mg 56 Cápsulas,02-2024,41.0
17296,3590,Nebilet 5mg 30 comprimidos,02-2024,41.0
17582,22022,"Solução Oftálmica Glaub 0,2% 5ml",02-2024,41.0
18493,28631,Zior 250mg 14 comprimidos,02-2024,41.0
18911,7274,Diclac SR 75mg 20 comprimidos,02-2024,41.0
19656,1838,Lisador 16 comprimidos,02-2024,41.0
20603,1406,Analgésico Advil 400mg 8 cápsulas líquidas,02-2024,41.0
22791,15434,"Anoro Ellipta 62,5mcg/25mcg 30 doses de pó para inalação",02-2024,41.0
22830,12266,Diosmin 450mg + 50mg 30 comprimidos revestidos,02-2024,41.0
22953,938,Solução Oftálmica Oftpred 10mg/ml 5ml,02-2024,41.0
24259,6350,Cicladol 20mg 5 comprimidos,02-2024,41.0
25976,4334,Renitec 10mg 30 comprimidos,02-2024,41.0
26896,23222,Zior 250mg 14 comprimidos,02-2024,41.0
28287,22226,Domped 5ml/ml Gotas 20ml,02-2024,41.0
28938,7178,Feldene 20mg 15 cápsulas,02-2024,41.0
29865,5222,"Indapen SR 1,5mg 30 comprimidos revestidos de liberação prolongada",02-2024,41.0
30538,8210,Primera 30 150mcg + 30mcg 63 comprimidos,02-2024,41.0
30714,26474,Antux Gotas 20ml,02-2024,41.0
1608,2690,Ibupril 300mg 20 comprimidos,02-2024,42.0
1967,27254,Suplemento Vitamínico Ad-Til 20ml,02-2024,42.0
2949,24362,Icaden 10mg/g Creme Dermatológico 20g,02-2024,42.0
3044,19658,"Libiam 2,5mg 28 comprimidos",02-2024,42.0
3484,13226,Vastarel MR 35mg 30 comprimidos de liberação prolongada,02-2024,42.0
3507,23858,"Trok-N 20mg/g + 0,64mg/g + 2,5mg/g Creme 10g",02-2024,42.0
3703,5714,Arnica Montana 6CH Almeida Prado Gotas 15ml,02-2024,42.0
4377,21722,Solução Oftálmica Pilocarpina 2% 10ml,02-2024,42.0
4830,17954,Melagrião Própolis e Gengibre Spray Sabor Limão 30ml,02-2024,42.0
5201,24242,"Vitacid 0,5mg/g Creme 25g",02-2024,42.0
5490,13010,Entresto 24mg + 26mg 28 comprimidos revestidos,02-2024,42.0
9212,20966,Suplemento Hidroeletrolítico Hidralyte Natulab Guaraná 500ml,02-2024,42.0
9297,29692,"Trok 20mg/g + 0,64mg/g Creme Dermatológico 30g",02-2024,42.0
9884,8366,Librene Diu Cobre e Prata Tamanho Normal TCU380AG,02-2024,42.0
10518,830,"Celestamine 0,05mg/ml + 0,4mg/ml Xarope 120ml",02-2024,42.0
11267,18998,DTN-fol 400mcg + 10mg 90 cápsulas moles,02-2024,42.0
12695,3902,Aradois 25mg 30 comprimidos revestidos,02-2024,42.0
13467,23894,"Trok 20mg/g + 0,64mg/g Creme Dermatológico 30g",02-2024,42.0
14205,28723,"Evra 0,6mg + 6mg 3 adesivos transdérmicos",02-2024,42.0
16568,3710,"Cor-Select 2,5mg 30 comprimidos Biolab",02-2024,42.0
16788,578,Naire 20mg 15 comprimidos,02-2024,42.0
17531,17102,Rybelsus 3mg 30 comprimidos,02-2024,42.0
18180,27122,Doss Zinco 2000UI + 20mg 60 cápsulas gelatinosas moles,02-2024,42.0
18385,22982,"Auris-Sedina 18,6mg/ml + 1,3mg/ml 10ml",02-2024,42.0
20128,12710,Perivasc 450mg + 50mg 30 comprimidos revestidos,02-2024,42.0
20224,11390,Sal de Andrews Efervescente 1 envelope com 5g,02-2024,42.0
20551,14834,Advil Mulher 400mg 10 Cápsulas Líquidas,02-2024,42.0
20902,24074,Pomada Calotrat Plantar 200mg/g Kley Hertz 20g,02-2024,42.0
21020,13130,"Clexane 20mg/0,2ml 2 seringas pré-enchidas de 0,2ml com sistema de segurança",02-2024,42.0
21415,3134,"Nienza 3,125mg 30 comprimidos",02-2024,42.0
21497,23294,DERMOMAX - 40mg/g 1 bisnaga com 5g de creme de uso dermatológico,02-2024,42.0
21660,12338,Labirin 24mg 30 comprimidos,02-2024,42.0
22093,30073,Ibupril 300mg 20 comprimidos,02-2024,42.0
22684,9914,Betaserc 24mg 30 comprimidos,02-2024,42.0
22896,25082,"Avodart 0,5mg 30 cápsulas gelatinosas moles",02-2024,42.0
22969,29908,"Avodart 0,5mg 30 cápsulas gelatinosas moles",02-2024,42.0
23525,7442,Profenid Entérico 100mg 20 comprimidos revestidos,02-2024,42.0
24527,27782,Elprazol 20mg 56 cápsulas duras de liberação retardada,02-2024,42.0
24671,25850,Combiron Fólico 120mg 45 comprimidos,02-2024,42.0
25477,19298,Synthroid 125mcg 30 comprimidos,02-2024,42.0
25830,8606,"Evra 0,6mg + 6mg 3 adesivos transdérmicos",02-2024,42.0
26421,74,"Esalerg D12 2,5mg + 120mg 10 comprimidos de liberação modificada",02-2024,42.0
26883,30557,DTN-fol 400mcg + 10mg 90 cápsulas moles,02-2024,42.0
27039,18086,Solução Malvatricin 100ml,02-2024,42.0
27307,10490,"Condroflex 1,5g + 1,2g Sabor Abacaxi 30 sachês com pó para solução oral",02-2024,42.0
27947,530,Noex 64mcg Spray Nasal 120 doses,02-2024,42.0
29162,13550,Trezor 10mg 30 comprimidos revestidos,02-2024,42.0
29550,17714,Lasix 40mg 20 comprimidos,02-2024,42.0
29935,26438,Xarope Vibral 3mg/ml Sabor Framboesa 120ml,02-2024,42.0
30210,2918,Lotar 5mg + 50mg 30 cápsulas,02-2024,42.0
30312,28232,Solução Malvatricin 100ml,02-2024,42.0
30533,10850,Piemonte 5mg 30 comprimidos mastigáveis,02-2024,42.0
765,17270,Azukon MR 30mg 60 Comprimidos,02-2024,43.0
934,15806,Solução Nasal Naridrin Pediátrico 15ml,02-2024,43.0
972,27074,Doss 3.000UI Vitamina D3 30 cápsulas gelatinosas moles,02-2024,43.0
2105,8198,Tâmisa 30 Sem Parar 75mcg + 30mcg 28 drágeas,02-2024,43.0
2584,19130,Suplemento Alimentar Gestamax Plus 30 cápsulas gelatinosas moles,02-2024,43.0
2628,20378,Laxol Sabor Hortelã 60ml,02-2024,43.0
3957,15734,"Fluidificante e Descongestionante Nasal Narix Spray 0,9% 50ml",02-2024,43.0
