int64_field_0,venda_id,nome_produto,data_venda,quantidade
23169,32258,Paroxetina 20Mg 30Cpr Med,02-2024,48.0
23601,19322,Arnica Gel 250mg 30g,02-2024,48.0
23792,44286,"Fentizol Ovulo 600Mg, Caixa Contendo 1 Ovulo De Uso Ginecologico + 1 Aplicador",02-2024,48.0
25213,34802,"Cedur Retard 400Mg, Caixa Com 30 Comprimidos De Acao Prolongada",02-2024,48.0
25682,20918,"Acebrofilina Neo Química 5mg/mL, caixa com 1 frasco com 120mL de xarope infantil + copo medidor",02-2024,48.0
26242,25274,"Digeplus 7mg + 40mg + 50mg, caixa contendo 30 cápsulas gelatinosas duras com microgrânulos",02-2024,48.0
29158,18686,"Esio Comprimido 40Mg, Caixa Com 28 Comprimidos Revestidos",02-2024,48.0
29335,3110,"Losartana 50mg + Hidroclorotiazida 12,5mg Comprimidos",02-2024,48.0
29385,22466,Prednisolona 5mg Eurofarma 10 Comprimidos,02-2024,48.0
30369,7562,"Diane 35 2mg + 0,035mg, caixa com 21 comprimidos revestidos",02-2024,48.0
30833,31118,Coques 200mg 10 Cápsulas,02-2024,48.0
31321,5786,"Besilato de Anlodipino Merck 10mg, caixa com 30 comprimidos",02-2024,48.0
32004,5450,"Naprix 5Mg, Caixa Com 30 Comprimidos",02-2024,48.0
32402,46746,"Carvedilol 12,5Mg 30Cp Med Gen",02-2024,48.0
32434,16610,Fentizol Creme Vaginal 7 Aplicadores,02-2024,48.0
32436,16046,Oscillococcinum 6 Tubos Com 1G De Globulos,02-2024,48.0
32508,41822,Suplemento Alimentar Infantil Liromag com 30 sachês,02-2024,48.0
32716,18314,"Seki 3,54mg/mL, caixa com 1 frasco com 120mL de xarope + copo medidor",02-2024,48.0
33719,45413,"Acebrofilina Neo Química 5mg/mL, caixa com 1 frasco com 120mL de xarope infantil + copo medidor",02-2024,48.0
35474,30782,"Venlafaxina 37,5mg 30 Cápsulas - Eurofarma",02-2024,48.0
36277,2558,"Dicloridrato de Cetirizina Comprimido Medley 10mg, caixa com 12 comprimidos revestidos",02-2024,48.0
36344,38726,"Levoid 25Mcg, Caixa Contendo 30 Comprimidos",02-2024,48.0
36485,12806,Tadalafila 5mg Neo Química 28 Comprimidos Revestidos,02-2024,48.0
38315,40178,Vitamina C Vitergyl C 1 Gramas 10 Comprimidos Efervecente,02-2024,48.0
38953,43899,"Diane 35 2mg + 0,035mg, caixa com 21 comprimidos revestidos",02-2024,48.0
39734,8522,Piemonte Montelucaste de Sódio 10mg 30 comprimidos,02-2024,48.0
40153,5522,"Carvedilol 12,5Mg 30Cp Med Gen",02-2024,48.0
42260,20846,"Acetilcisteína Legrand 40mg/mL, caixa com 1 frasco com 120mL de xarope adulto + copo medidor",02-2024,48.0
42611,31418,Paxil CR 25mg caixa com 30 comprimidos,02-2024,48.0
43219,6110,Besilato De Anlodipino 10Mg Com 30 Comprimidos Nova Quimica,02-2024,48.0
43220,25958,"Gastrogel Comprimido 153Mg + 200Mg + 25Mg, Caixa Com 20 Comprimidos Mastigaveis",02-2024,48.0
44012,15518,Combigan Allergan Solução Estéril - 5mL,02-2024,48.0
44476,1682,Spidufen 400 770Mg 20Env,02-2024,48.0
45064,21782,Novacort Pom 30Gr,02-2024,48.0
47933,44047,Imunovalle Kids Solucao De Uso Oral 120Ml,02-2024,48.0
373,15266,Simeticona + Metilbrometo Homatropina 80+25mg m Genérico EMS 20mL,02-2024,49.0
514,6170,"Diovan Amlo Fix 160mg + 5mg, caixa com 28 comprimidos revestidos",02-2024,49.0
1203,34658,"Ezetimiba + Sinvastatina Ems 10Mg + 30Mg, Caixa Com 30 Comprimidos",02-2024,49.0
1818,31574,Fluoxetina 20Mg 30Cpr Ger,02-2024,49.0
2998,24710,"Omnaris 50mcg/dose, caixa com 1 frasco com 120 doses de suspensão de uso nasal",02-2024,49.0
3288,29486,Stabil 025mg caixa com 30 comprimidos,02-2024,49.0
3389,45050,"Prometazina Teuto 20mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",02-2024,49.0
4096,47596,Succinato de Desvenlafaxina 100mg EMS 30 Comprimidos Revestidos,02-2024,49.0
4493,32870,Tegretol 200mg 60 Comprimidos,02-2024,49.0
6081,19922,Resist 500mg 30 Cápsulas,02-2024,49.0
6787,14726,Vonau Flash 4mg 30 Comprimidos Orodispersíveis,02-2024,49.0
7576,38954,Listo 8mg 10 Comprimidos,02-2024,49.0
7678,36050,"Dorilax DT 450mg + 50mg + 35mg, caixa com 12 comprimidos",02-2024,49.0
7839,2414,Pergo Solução Oral 2mg mL Eurofarma 120mL,02-2024,49.0
8448,28778,"Cobavital 1mg + 4mg, caixa com 16 microcomprimidos",02-2024,49.0
8917,20006,Valtrex Cloridrato de Valaciclovir 500mg 10 comprimidos,02-2024,49.0
9691,31502,Hemifumarato de Quetiapina 100mg Germed 30 Comprimidos Revestidos,02-2024,49.0
10608,30518,Succinato de Desvenlafaxina 100mg EMS 30 Comprimidos Revestidos,02-2024,49.0
11006,41030,Inversion caixa com 30 cápsulas,02-2024,49.0
11493,37610,"Bálsamo Bengué 0,25g/g + 0,25g/g, caixa com 1 bisnaga com 20g de pomada de uso dermatológico",02-2024,49.0
11952,3386,"Bravan 80Mg, Caixa Com 30 Comprimidos Revestidos",02-2024,49.0
12269,24266,"Naridrin 1Mg Ml + 0,2Mg Ml + 5Mg Ml, Caixa Com 1 Frasco Com 30Ml De Solucao De Uso Nasal",02-2024,49.0
12443,40838,Guaraflora Guaraná Extra Forte 30 Cápsulas,02-2024,49.0
12740,38738,"Levoid 38Mcg, Caixa Contendo 30 Comprimidos",02-2024,49.0
13451,194,"Aspirina C 400Mg + 240Mg, Envelope Com 2 Comprimidos Efervescentes Sabor Limao",02-2024,49.0
13686,14210,Metformina 850mg Genérico Prati 30 Comprimidos,02-2024,49.0
13883,13094,Stanglit 45mg frasco com 30 comprimidos,02-2024,49.0
13910,7574,"Diane 35 2mg + 0,035mg, caixa com 63 comprimidos revestidos",02-2024,49.0
14772,42470,Suplemento Vitaminico Vitergan Zinco Pl Caixa Com 30 Comprimidos,02-2024,49.0
14878,29054,Zider 10mg 120 Comprimidos Revestidos,02-2024,49.0
15043,31910,Diazepam 5mg Germed 30 comprimidos,02-2024,49.0
15157,2714,"Desalex 0,5mg ml Xarope Pediátrico Uso Oral 100ml + Seringa Dosadora",02-2024,49.0
15302,46825,Hidroclorotiazida 25mg c 30 Comprimidos Genérico Teuto,02-2024,49.0
15552,46281,Zider 10mg 120 Comprimidos Revestidos,02-2024,49.0
16287,42998,Suplemento Vitamínico Puravit ADE Solução Gotas Sabor Tutti-Frutti 20ml + Conta Gotas,02-2024,49.0
16649,9530,Ceclor BD 750mg caixa com 14 comprimidos revestidos,02-2024,49.0
16657,43820,Bálsamo Bengué Aerossol 10mg g + 50mg g 60g,02-2024,49.0
16680,20810,"Kaloba 111,111Mg, Caixa Com 21 Comprimidos Revestidos",02-2024,49.0
16694,19034,"Diosmin SDU 900mg + 100mg, caixa com 30 sachês com 5g de granulado para solução oral (sabor abacaxi)",02-2024,49.0
17787,18770,Esomeprazol Magnésico Tri-Hidratado 40mg 28 comprimidos EMS Genérico,02-2024,49.0
17791,39278,"Levotiroxina Sodica Merck 25Mcg, Caixa Com 30 Comprimidos",02-2024,49.0
18508,25214,"Magnazia 153mg + 200mg + 25mg, caixa com 30 comprimidos, sabor abacaxi",02-2024,49.0
18538,62,ASPIRINA C 1X2 MORANGO EFERV,02-2024,49.0
18542,17702,"Nitazoxanida Eurofarma 20Mg Ml, Caixa Com 1 Frasco De Po Para Suspensao De Uso Oral  Frasco Com Capacidade De 100Ml  + Seringa Dosadora",02-2024,49.0
18753,28610,"Actonel 150mg, caixa com 1 comprimido revestido",02-2024,49.0
19348,722,"Lisador Dip 1g, caixa com 20 comprimidos",02-2024,49.0
20722,33770,Oxalato de Escitalopram 10mg Torrent 30 Comprimidos Revestidos,02-2024,49.0
21021,32090,Reconter 20mg 60 Comprimidos Revestidos,02-2024,49.0
21507,46105,"Clonazepam 0,5mg Medley 30 Comprimidos",02-2024,49.0
23160,4946,"Bramicar 80Mg, Caixa Com 30 Comprimidos",02-2024,49.0
23236,32318,"Clonazepam 0,5mg Medley 30 Comprimidos",02-2024,49.0
23462,6074,"Carvedilol Nova Química 25mg, caixa com 30 comprimidos",02-2024,49.0
24021,23738,Busonid 100mcg Spray com 120 doses,02-2024,49.0
25545,12506,"Iumi ES 3mg + 0,02mg, caixa com 120 comprimidos revestidos",02-2024,49.0
26078,20534,"Fluir 12mcg, caixa com 60 cápsulas de pó para inalação, refil",02-2024,49.0
26248,32582,Frontal 1mg caixa com 30 comprimidos,02-2024,49.0
27113,30326,Hidantal 100Mg 25Cpr C1,02-2024,49.0
27799,37958,Massageol Aerossol 120mL,02-2024,49.0
28417,40718,Suplemento Combi AD 30mL Solução Achè,02-2024,49.0
29366,41858,Neutrofer Folico 30Cpr,02-2024,49.0
30538,37538,Bálsamo Bengué Aerossol 10mg g + 50mg g 60g,02-2024,49.0
31223,8906,Norfloxacino 400mg Cimed 14 Comprimidos Revestidos,02-2024,49.0
31341,21842,"Decadron 0,5mg 20 Comprimidos",02-2024,49.0
31735,21830,Prelone 3mg Solução com 120mL,02-2024,49.0
32257,45900,Prozac 20mg caixa com 30 cápsulas,02-2024,49.0
32456,2954,"Prometazina Teuto 20mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",02-2024,49.0
33762,29354,Foxis 200Mg 10Caps,02-2024,49.0
34618,3122,"Succinato De Metoprolol Medley 50Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongadaï»¿",02-2024,49.0
34696,39902,Cálcio e Vitamina D3 Kester 60 comprimidos,02-2024,49.0
35194,1370,"Vick Pyrena, 1 Envelope Mel E Limao",02-2024,49.0
36269,30686,Prozac 20mg caixa com 30 cápsulas,02-2024,49.0
36384,19766,"Betina 24Mg, Caixa Com 30 Comprimidos",02-2024,49.0
36948,34934,"Zinpass 20mg, caixa com 30 comprimidos revestidos",02-2024,49.0
37593,1382,"Vick Pyrena, 1 Envelope Canela E Maca",02-2024,49.0
37918,26198,"Sal de Frutas Eno 2 envelopes com 5g de pó efervescente de uso oral, tradicional",02-2024,49.0
38001,38402,"Citrato de Sildenafila Eurofarma 50mg, caixa com 4 comprimidos revestidos",02-2024,49.0
39782,38138,Profenid Retard 200Mg Com 10 Comprimidos,02-2024,49.0
40277,40154,Damater Omega Frasco Com 30 Capsulas,02-2024,49.0
40761,39914,Prop propomune crav cane 30ml,02-2024,49.0
42022,38906,"Utrogestan 100mg, caixa com 30 cápsulas gelatinosas moles",02-2024,49.0
42218,10130,Clavulin BD 875mg + 125mg ml 20 Comprimidos,02-2024,49.0
42973,1946,"Esalerg Gotas 1,25 Mg Ml, Caixa Com 1 Frasco Gotejador Com 20Ml De Solucao De Uso Oral",02-2024,49.0
43948,5378,"Naprix A 10Mg + 10Mg, Caixa Com 30 Capsulas Gelatinosas Duras",02-2024,49.0
43995,24494,"Benalet 5Mg + 50Mg + 10Mg, Caixa Com 12 Pastilhas, Sabor Mel E Limao",02-2024,49.0
45357,16130,"Coristina D 1mg + 10mg + 400mg + 30mg, caixa com 16 comprimidos",02-2024,49.0
45773,27014,Hidroclorotiazida 25mg c 30 Comprimidos Genérico Teuto,02-2024,49.0
47008,7046,"Flanax 550mg, caixa com 10 comprimidos revestidos",02-2024,49.0
47242,39974,Xafac 10Mg Com 30 Comprimidos Revestidos,02-2024,49.0
47344,11630,"Rubia 0,075mg, caixa com 84 comprimidos revestidos",02-2024,49.0
47668,14894,"Retemic 5mg, caixa com 30 comprimidos",02-2024,49.0
1436,10730,@ Vigadexa Col 5Ml,02-2024,50.0
2704,35462,Provance Mini Com 5 Saches,02-2024,50.0
2811,44393,"Emprol Xr 50Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",02-2024,50.0
2891,12494,"Iumi 3mg + 0,02mg, com 72 comprimidos revestidos",02-2024,50.0
3223,10622,@ Amoxicilina 500Mg 21Caps Neo,02-2024,50.0
3781,20126,Bronxol 6mg mL Xarope Infantil 120mL,02-2024,50.0
4224,27914,"Tamarine 4,878mg/g + 4,719mg/g, frasco com 150g de geléia uso oral, zero açúcar",02-2024,50.0
4924,12230,"Tamisa 15 0,060Mg + 0,015Mg, Caixa Com 28 Comprimidos Revestidos",02-2024,50.0
5098,44031,Nitrato de Miconazol 20mg g Creme Vaginal 80g + 14 aplicadores Teuto Genérico,02-2024,50.0
5952,30302,Cloridrato de Sertralina 50mg Cimed 30 Comprimidos Revestidos,02-2024,50.0
6659,7454,"Cetoprofeno Gotas Teuto 20mg/mL, caixa com 1 frasco gotejador com 20mL de solução de uso oral",02-2024,50.0
8097,35834,Novalgina 500mg 30 Comprimidos,02-2024,50.0
8628,43418,"Dipirona Prati Donaduzzi 1G, Caixa Com 10 Comprimidos",02-2024,50.0
11390,25394,Simeticona 75mg ml Biosintética Sabor Laranja Emulsão Gotas 10ml,02-2024,50.0
11797,11210,Cefalexina 500mg Teuto 8 Comprimidos,02-2024,50.0
13436,31250,Riss 2mg 30 Comprimidos,02-2024,50.0
14990,6638,Olmecor 40 Mg 30 Comprimidos,02-2024,50.0
15164,36794,Aflexa colágeno 60 cápsulas,02-2024,50.0
15632,41366,"Grow D tutti frutti, 10mL",02-2024,50.0
18371,37982,Naproxeno Sódico 550mg 10 comprimidos,02-2024,50.0
19333,27710,Leite De Magnesia Eno Hortela 120Ml,02-2024,50.0
19596,10214,@ Amoxicilina 500Mg 15Cpr Ger,02-2024,50.0
19856,16574,Nitrato de Miconazol 20mg g Creme Vaginal 80g + 14 aplicadores Teuto Genérico,02-2024,50.0
20004,26486,Esmalte Tratamento Sos Unhas Sara Bifinho,02-2024,50.0
20020,11870,"Gestrelan 0,15mg + 0,03mg com 21 comprimidos",02-2024,50.0
21443,4586,"Succinato De Metoprolol Biolab 25Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",02-2024,50.0
21562,36746,Motix caixa com 50 comprimidos sublinguais,02-2024,50.0
21980,1754,Creme Dermatológico Emla 25mg 1 bisnaga com 5g + 2 bandagens oclusivas,02-2024,50.0
22325,26078,"Gastrol 185mg + 231,5mg + 178mg, blíster com 10 pastilhas",02-2024,50.0
22622,19478,Daflon 900mg + 100mg 30 Comprimidos,02-2024,50.0
23530,28706,"Aires 20mg/mL, frasco com 100mL de xarope + copo medidor",02-2024,50.0
24010,44200,"Expectovic 13,33mg/mL, caixa com 1 frasco com 120mL de xarope",02-2024,50.0
25708,11966,"Drospirenona + Etinilestradiol Ems 3Mg + 0,02Mg, Caixa Com 3 Cartelas Com 24 Comprimidos Revestidos",02-2024,50.0
27205,8582,"Seretide Spray 25mcg/dose + 50mcg/dose, caixa com 1 tubo aerossol com 120 doses de suspensão de uso oral + válvula dosadora",02-2024,50.0
27465,22958,Prednisona 20mg Genérico Neo Química 20 Comprimidos,02-2024,50.0
27519,28658,"Expectovic 13,33mg/mL, caixa com 1 frasco com 120mL de xarope",02-2024,50.0
29792,35054,Clinfar 10mg caixa com 30 comprimidos revestidos,02-2024,50.0
30220,13106,Diamicron MR 60mg Servier 30 Comprimidos,02-2024,50.0
31372,1262,"Ibuprofeno Suspensão Oral Medquímica 100mg/mL, caixa com 1 frasco gotejador com 20mL de suspensão de uso oral",02-2024,50.0
32560,20858,"Expec 0,4mg/mL + 20mg/mL + 4mg/mL + 6mg/mL, caixa com 1 frasco com 120mL de xarope",02-2024,50.0
32803,27242,"Ivermectina Vitamedic 6Mg, Caixa Com 4 Comprimidos",02-2024,50.0
32945,23306,"Untral Biotina 2,5mg 30 cápsulas",02-2024,50.0
33631,24050,"Narix Spray 9,0mg/mL, frasco com 50mL de solução nasal",02-2024,50.0
33665,15398,"Neocopan Composto 6,667mg/mL + 333,4mg/mL, caixa com 1 frasco gotejador com 20mL de solução de uso oral",02-2024,50.0
35502,6026,"Neo Fedipina 20Mg, Caixa Com 30 Comprimidos",02-2024,50.0
35608,28538,"Risedross 35Mg, Caixa Com 4 Comprimidos Revestidos",02-2024,50.0
35854,29642,Lamotrigina - Althaia 50mg caixa com 30 comprimidos,02-2024,50.0
36352,42026,Ferrovitan Com Colina Solução Oral 60mL,02-2024,50.0
37150,1430,"Dipirona Monoidratada Comprimido Prati-Donaduzzi 500mg, caixa com 20 comprimidos",02-2024,50.0
37598,16934,"Clotrimazol Creme Vaginal EMS 10mg/g, caixa com 1 bisnaga com 35g de creme de uso vaginal + 6 aplicadores",02-2024,50.0
37784,13838,"Nimegon Met 50mg + 500mg, caixa com 56 comprimidos revestidos",02-2024,50.0
37926,29522,Exodus 20mg 60 Comprimidos,02-2024,50.0
39828,21422,Aceratum 100mg mL 10mL Delta,02-2024,50.0
40840,25118,"Beserol 300Mg + 125Mg + 50Mg + 30Mg, Caixa Com 30 Comprimidos",02-2024,50.0
41407,26534,Base Top Beauty Xi Lascou!! SOS Unhas 7mL,02-2024,50.0
41721,6998,"Tandrilax 30mg + 125mg + 50mg + 300mg, caixa contendo 15 comprimidos",02-2024,50.0
42363,37046,"Baclofeno Uniao Quimica 10Mg, Caixa Com 20 Comprimidos",02-2024,50.0
44882,38894,Primogyna 1mg 28 Drágeas,02-2024,50.0
45346,10370,Azitromicina 500mg Globo Genérico com 5 Comprimidos Revestidos,02-2024,50.0
45382,32042,VELIJA 60MG 30CAP,02-2024,50.0
46896,41414,Vitamina C Aceviton Zinco 10 Comprimidos Efervecente,02-2024,50.0
47057,32030,RECONTER 10MG 30CPR,02-2024,50.0
48176,3326,"Emprol Xr 50Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",02-2024,50.0
40,3855,"Cor - Select 2,5mg Biolab 30 Comprimidos",03-2024,
88,18951,Uniprazol 20mg 56 Cápsulas,03-2024,
116,47150,Gino Canesten 50mg 5g Creme Vaginal 35g + 6 Aplicadores,03-2024,
130,45467,Ginesse 0075 + 0020mg caixa com 21 comprimidos revestidos,03-2024,
290,3603,"Telmisartana 40Mg Althaia, Caixa Com 30 Comprimidos",03-2024,
569,21351,Floral De Bach Medo e Insegurança 30mL,03-2024,
631,17787,Prolopa Bd 125mg caixa com 60 comprimidos,03-2024,
691,41391,"Lavitan Kids caixa com 10 comprimidos efervescentes, sabor tutti-frutti",03-2024,
705,6195,"Diovan Amlo Fix 160mg + 10mg, Caixa Com 28 Comprimidos Revestidos",03-2024,
738,48123,"Aciclovir Comprimido Teuto 200Mg, Caixa Com 25 Comprimidos",03-2024,
763,34587,"Fenofibrato Ems 200Mg, Caixa Com 30 Capsulas Gelatinosas Duras",03-2024,
768,11907,"Levonorgestrel Melcon 1,5Mg, Caixa Com 1 Comprimido",03-2024,
796,11691,"Allestra 30 0,075Mg + 0,030Mg, Caixa Com 21 Comprimidos Revestidos",03-2024,
817,43443,"Clopin 75mg, caixa contendo 30 comprimidos revestidos",03-2024,
836,3375,Betalor 5mg + 25mg com 30 cápsulas,03-2024,
921,32103,Zetron XL 300mg 60 Comprimidos Revestidos de Liberação Prolongada,03-2024,
980,11739,Yasmin 21+7Cpr,03-2024,
1017,9615,Cloridrato de Moxifloxacino 400mg Eurofarma 7 Comprimidos Revestidos,03-2024,
1018,34083,Crestor 20mg caixa com 30 comprimidos revestidos,03-2024,
1062,3867,"Press Plus 5mg + 20mg, caixa com 30 cápsulas gelatinosas duras﻿",03-2024,
1105,5943,"Valsartana Neo Química 80mg, caixa com 30 comprimidos revestidos",03-2024,
1144,4335,"Cardizem SR 120mg, caixa com 20 cápsulas gelatinosas duras de liberação prolongada﻿",03-2024,
1301,5271,Maleato de Enalapril 20mg 30 Comprimidos EMS Genérico,03-2024,
1362,5751,"Hemifumarato De Bisoprolol Merck 1,25mg, Caixa Com 30 Comprimidos Revestidos",03-2024,
1376,4563,"Benicaranlo 40Mg + 10Mg, Caixa Com 30 Comprimidos Revestidos",03-2024,
1417,2679,"Desalex 5mg, caixa com 30 comprimidos revestidos",03-2024,
1478,13023,"Evanor 0,25mg + 0,05mg, caixa com 21 comprimidos",03-2024,
1479,4995,Losartana Potássica 100mg + Hidroclorotiazida 25mg 30 comprimidos,03-2024,
1494,34071,Vaslip Sinvastatina 10mg 30 comprimidos,03-2024,
1497,3363,Betalor 5mg + 50mg com 30 cápsulas,03-2024,
1501,13635,Stanglit 15 Mg 60 comprimidos,03-2024,
1641,44225,"Epocler 100Mg Ml + 50Mg Ml + 10Mg Ml, Flaconete Com 10Ml De Solucao De Uso Oral",03-2024,
1660,21015,"Aminofilina Comprimido Teuto 200Mg, Caixa Com 20 Comprimidos",03-2024,
1704,18543,"Omeprazol Cimed 20mg, caixa com 56 cápsulas duras de liberação retardada",03-2024,
1708,819,"Lisador Dip 1g, blíster com 8 comprimidos",03-2024,
1793,2259,Antialérgico Allexofedrin Pediátrico 6mg mL EMS 60mL,03-2024,
1911,12483,"Gestinol 0,030mg + 0,075mg, caixa com 28 comprimidos revestidos",03-2024,
1969,16347,"Naldecon Dia 800mg + 20mg, blíster com 4 comprimidos",03-2024,
2098,35607,"Enterogermina Plus 4bcfu/5mL, caixa com 5 frascos com 5mL de suspensão de uso oral",03-2024,
2105,699,"Engov 15mg + 150mg +150mg + 50mg, blíster com 6 comprimidos",03-2024,
2261,10515,@ Claritromicina 500 14 Med,03-2024,
2325,14331,Florent 100mg 12 Cápsulas,03-2024,
2378,37275,"Indocid 50Mg, Caixa Com 30 Capsulas Gelatinosas",03-2024,
2468,3903,"Pressat 2,5mg, caixa com 30 comprimidos",03-2024,
2607,26199,"Sal de Frutas Eno 2 envelopes com 5g de pó efervescente de uso oral, tradicional",03-2024,
2689,543,"Alivium 100mg/mL, caixa com 1 frasco gotejador com 20mL de suspensão de uso oral",03-2024,
2697,21507,"Nistatina + Óxido de Zinco EMS 100.000UI/g + 200mg/g, caixa com 1 bisnaga com 60g de pomada de uso dermatológico",03-2024,
2708,9915,Sinot 400mg Suspensão Oral 100ml + Seringa Dosadora,03-2024,
2725,3303,Succinato de Metoprolol 100mg 30 comprimidos Neo Química Genérico,03-2024,
2770,3795,Pressat 5mg 60 Comprimidos,03-2024,
2780,5955,"Olmesartana Medoxomila + Hidroclorotiazida Neo Química 20mg + 12,5mg, caixa com 30 comprimidos revestidos",03-2024,
2783,3147,Atenolol 25mg 30 comprimidos Aché Biosintética Genérico,03-2024,
2791,10611,@ Ciprofloxacino 500 14Cp Neo,03-2024,
2816,20655,"Acetilcisteina Eurofarma 200Mg G, Caixa Com 16 Envelopes Com 5G De Granulado De Uso Oral",03-2024,
2945,14439,"Floratil 200mg/g, caixa com 4 envelopes com 1g de pó de uso oral",03-2024,
3035,7299,Rosuvastatina Calcica 10mg com 30 Comprimidos Germed,03-2024,
3101,1359,"Vick Pyrena, 1 Envelope Camomila E Erva-Cidreira",03-2024,
3110,12027,"Drospirenona + Etinilestradiol Ems 3Mg + 0,03Mg, Caixa Com 3 Blisters Com 21 Comprimidos",03-2024,
3408,46671,Bupropiona 150 60Cpr Ems,03-2024,
3461,19731,"Nimovas 30mg, caixa com 30 comprimidos revestidos",03-2024,
3517,10443,Levofloxacino 500mg 10cpr med,03-2024,
3537,9159,Cefalexina 500mg Cimed 8 Cápsulas,03-2024,
3582,16011,Alendronato sod 70mg 4cpr bio,03-2024,
3638,15123,"Fenazic 7,5mg, caixa com 28 comprimidos revestidos de liberação prolongada",03-2024,
3670,41487,Addera D3 50.000ui 4 Comprimidos Revestidos,03-2024,
3792,17295,"Secnidazol Medley 1000mg, caixa com 2 comprimidos revestidos",03-2024,
3832,21579,"Pulmicort 0,25mg/mL, caixa com 5 frascos com 2mL de suspensão para nebulização",03-2024,
3902,2835,"Allegra D 24 horas 180 + 240mg, caixa com 5 comprimidos revestidos",03-2024,
4175,31455,Olanzapina 5mg Genérico Geolab 30 Comprimidos,03-2024,
4307,591,"Lisador Dip 500Mg Ml, Frasco Com 20Ml De Solucao De Uso Oral",03-2024,
4694,39927,"Redoxon 500Mg, Caixa Com 30 Comprimidos",03-2024,
4904,10575,"Tobramicina 0,3  col 5ml neo",03-2024,
4916,16743,"Cloridrato de Terbinafina Biosintética - Aché 250mg, caixa com 14 comprimidos",03-2024,
5169,30495,Mirtazapina 15Mg 30Cpr Orodisp Ems,03-2024,
5229,2295,Allexofedrin Pediátrico Suspensão 150Ml,03-2024,
5369,33903,Risperidona 2mg União Química 30 Comprimidos Revestidos,03-2024,
5399,27807,ProHN 30 Capsulas,03-2024,
5563,3207,Atenolol 25Mg 30Cpr Bio Genn,03-2024,
5593,2895,Pos Sol Sunless 120Ml,03-2024,
5698,15615,"Drenata 50mcg mL 2,5mL Solução Oftálmica",03-2024,
5825,18027,"Pyridium 200mg, caixa com 18 drágeas",03-2024,
5833,6723,Ster 12ml suspensão oftálmica frasco com 10ml,03-2024,
6080,2451,"Dexalgen 5mg/mL + 1,5mg/mL + 500mg/mL, caixa com 6 ampolas com 1mL de solução de uso injetável + 3 ampolas com 1mL de diluente",03-2024,
6123,27123,"Sanasar Sabonete 100mg/g, caixa com 80g de sabonete",03-2024,
6222,15567,Cloridrato de Dorzolamida 2  colirio 5ml Bio,03-2024,
6318,4515,"Benicar HCT 20mg + 12,5mg, caixa com 30 comprimidos revestidos",03-2024,
6376,6351,Apresolina 25 Mg 20 Drageas,03-2024,
6555,16707,Gyno-Icaden Creme Vaginal 40g + 7 Aplicadores,03-2024,
6588,13683,"Cloridrato de Metformina Medley 850mg, caixa com 30 comprimidos revestidos﻿",03-2024,
6795,10623,@ Amoxicilina 500Mg 21Caps Neo,03-2024,
6832,15675,"Azopt 10Mg Ml, Caixa Com 1 Frasco Com 5Ml De Suspensao De Uso Oftalmico",03-2024,
6953,32199,Fumarato Quetiapina 25 30Cp Med,03-2024,
6976,3555,Corus H 100mg + 25mg 30 Comprimidos Biosintética,03-2024,
7043,30903,Carbolitium Cr 450Mg Com 30 Compridos Revestidos,03-2024,
7089,30423,Oxalato de Escitalopram 10mg EMS 30 Comprimidos Revestidos,03-2024,
7146,33171,Razapina 30mg caixa com 28 comprimidos revestidos,03-2024,
7277,15387,Siilif 100mg 30 comprimidos revestidos,03-2024,
7278,10167,Tetralysal 300mg 28 Cápsulas,03-2024,
7354,25419,Figatil Catarinense Solução Oral 150mL,03-2024,
7428,3939,Press Plus 5 10Mg 30Cap,03-2024,
7600,32967,Arcoxia 60mg caixa com 7 comprimidos,03-2024,
7604,27627,Lativax Lactulose Kester Ameixa 120ml,03-2024,
7671,39903,Cálcio e Vitamina D3 Kester 60 comprimidos,03-2024,
7800,31191,Esc 20mg 60 Comprimidos Revestidos,03-2024,
7804,11859,Level Com 3 X 21 Comprimidos Revestidos,03-2024,
8037,9171,Levofloxacino 500mg Genérico Cimed 10 Comprimidos,03-2024,
8387,16695,"Canesten 10mg/mL, caixa com 1 frasco spray com 30mL de solução de uso dermatológico",03-2024,
8388,29391,Revange 375 + 325mg caixa com 10 comprimidos revestidos,03-2024,
8489,15231,"Buscoduo 10mg + 500mg, caixa com 20 comprimidos revestidos",03-2024,
8898,7191,"Infralax 300mg + 30mg + 125mg + 50mg, caixa com 30 comprimidos",03-2024,
8975,8991,Oflox Solução Oftálmica 5ml,03-2024,
8996,26439,"Plasil Comprimido 10mg, caixa com 20 comprimidos",03-2024,
9126,16395,"Next 400mg + 4mg + 4mg, caixa com 20 cápsulas duras",03-2024,
9142,17391,"Cetoconazol Comprimido Pharlab 200Mg, Caixa Com 10 Comprimidos",03-2024,
9489,15315,"Tropinal 300mg/mL + 6,5mcg/mL + 104mcg/mL + 1mg/mL, caixa com 1 frasco com 15mL de solução de uso oral",03-2024,
9735,7107,"Cimelide 100mg, caixa com 12 comprimidos",03-2024,
