Marca,GTIN,Desconto,Preco com desconto,link,Nome,Desconto com pix,Preco pix,Preco unitario
Ems Sigma Pharma,7894916202671,,,https://www.farmaponte.com.br/deposteron-inj-3amp/p,Deposteron 200mg 2ml 3 Ampolas,,,
Cellera Farma,7893454101668,,,https://www.farmaponte.com.br/pamelor-10mg-30cap-c1/p,Pamelor 10mg 30 Cápsulas,,,
Myralis,7898430193026,,,https://www.farmaponte.com.br/dprev-50000ui-8cpr/p,Dprev 50.000ui 8 Comprimidos Revestidos,,,
Ems,7896004754154,,,https://www.farmaponte.com.br/clor-metilfenidato-10mg-30cpr-ems/p,"Cloridrato De Metilfenidato 10mg Ems, Caixa Com 30 Comprimidos",,,
P&amp;G,7891721029646,,,https://www.farmaponte.com.br/alginac-30cpr-rev/p,Alginac Diclofenaco Sódico 50mg + B1 50mg + B6 50mg + B12 1000mcg 30 Comprimidos,,,
None,7896004738949,,,https://www.farmaponte.com.br/fumarato-quetiapina-25-30-ger/p,Hemifumarato De Quetiapina 25mg Germed 30 Comprimidos Revestidos,,,
Marjan Farma,7896226102504,,,https://www.farmaponte.com.br/trivagel-n-cre-60gr/p,Trivagel N Creme Vaginal Bisnaga Com 60g + 10 Aplicadores,,,
Ems,7896004754949,,,https://www.farmaponte.com.br/duloxetina-30mg-30cap-ems/p,Cloridrato De Duloxetina - Ems 30mg 30 Caps,,,
None,7896112452775,,,https://www.farmaponte.com.br/venula-200mg-30cap/p,Venula Hidrosmina 200mg 30 Cápsulas,,,
Farmoquímica,7898040328603,,,https://www.farmaponte.com.br/bactrim-f-10cpr/p,Bactrim F 800 + 160mg Caixa Com 10 Comprimidos,,,
None,7891142982155,,,https://www.farmaponte.com.br/coristina-d-pro-400mg-4mg-4mg-com-8-comprimidos/p,Coristina D Pro 400mg + 4mg + 4mg Com 8 Comprimidos,,,
Germed Pharma,7896004709154,,,https://www.farmaponte.com.br/atenolol-clorta-50mg-30cpr-l3-ger/p,"Atenolol 50mg + Clortalidona 12,5mg 30 Comprimidos Sandoz Genérico",,,
None,7896004822327,,,https://www.farmaponte.com.br/hemitartarato-de-zolpidem-5mg-germed-caixa-com-30-comprimidos-sublinguais/p,"Hemitartarato De Zolpidem 5mg Germed, Caixa Com 30 Comprimidos Sublinguais",,,
None,7896094210714,,,https://www.farmaponte.com.br/naprix-5mg-90-comprimidos/p,Naprix 5mg Com 90 Comprimidos,,,
Principia,0609963220687,,,https://www.farmaponte.com.br/principia-locao-hidratante-ureia-glicerina-oleo-de-semente-de-girasol-200ml/p,Principia Loção Hidratante Uréia Glicerina Óleo De Semente De Girasol 200ml,,,
None,7896112407911,,,https://www.farmaponte.com.br/ezetimiba-10mg-60-comprimidos-biolab-generico/p,Ezetimiba 10mg 60 Comprimidos Biolab Genérico,,,
None,0300651481198,,,https://www.farmaponte.com.br/systane-complete-gotas-10ml/p,Systane Complete Gotas 10ml,,,
Teuto,7896112102663,,,https://www.farmaponte.com.br/metronidazol-400mg-24cpr-teu/p,Metronidazol 400mg Teuto 24 Comprimidos,,,
None,7896112406778,,,https://www.farmaponte.com.br/simeticona-125-mg-10-capsulas-biol/p,Simeticona 125 Mg 10 Capsulas Biol,,,
None,7898717150087,,,https://www.farmaponte.com.br/seringa-lavagem-nasal-enovamix-rosa/p,Seringa Lavagem Nasal Enovamix Rosa,,,
None,7891317009618,,,https://www.farmaponte.com.br/neo-b-5000mcg-100mg-100mg-60-comprimidos/p,Neo B 5000mcg + 100mg + 100mg 60 Comprimidos,,,
None,7898430194399,,,https://www.farmaponte.com.br/peg-lax-macrogol-4000-05g-ml-solucao-oral-250ml/p,"Peg-Lax Macrogol 4000 0,5g Ml Solução Oral 250ml",,,
None,7896112406945,,,https://www.farmaponte.com.br/cloridrato-de-ondansetrona-menta-4mg-10-comprimidos-biolab/p,Cloridrato De Ondansetrona Menta 4mg 10 Comprimidos Biolab,,,
Pharlab,7898216365784,,,https://www.farmaponte.com.br/manidipino-10mg-30cpr-phar/p,Dicloridrato De Manidipino 10mg 30 Comprimidos Pharlab Genérico,,,
None,7896094929593,,,https://www.farmaponte.com.br/suplemento-alimentar-benegrip-imuno-kids-sabor-uva-morango-laranja-com-mel-30-comprimidos-mastigaveis/p,"Suplemento Alimentar Benegrip Imuno Kids Sabor Uva, Morango   Laranja Com Mel 30 Comprimidos Mastigáveis",,,
None,7898932370802,,,https://www.farmaponte.com.br/seringa-para-lavagem-nasal-agpmed-nosewash-10ml-dispositivo-batman/p,Seringa Para Lavagem Nasal Agpmed Nosewash 10ml + Dispositivo Batman,,,
Aché,7896658027611,,,https://www.farmaponte.com.br/divena-40mg-60cpr/p,Divena 40mg Com 60 Comprimidos,,,
Aceviton,7897947616288,,,https://www.farmaponte.com.br/aceviton-sup-1gr-30cpr-eferv/p,Suplemento Alimentar Aceviton 1g Vitamina Com 30 Comprimidos Efervescentes,,,
None,7501019042683,,,https://www.farmaponte.com.br/adesivo-termico-para-colica-menstrual-libresse-v-acalma-3-unidades/p,Adesivo Térmico Para Cólica Menstrual Libresse V-Acalma 3 Unidades,,,
None,7896637033947,,,https://www.farmaponte.com.br/atentah-cloridrato-de-atomoxetina-10mg-30-capsulas/p,Atentah Cloridrato De Atomoxetina 10mg 30 Cápsulas,,,
Onetouch,7613427025704,,,https://www.farmaponte.com.br/tiras-para-medicao-de-glicose-onetouch-select-plus-com-25-unidades/p,Tiras Onetouch Select Plus 25 Unidades,,,
None,7898158497925,,,https://www.farmaponte.com.br/dilatex-impuro-120capsulas/p,Dilatex Impuro 120capsulas,,,
None,7891058017002,,,https://www.farmaponte.com.br/enterogermina-20x5ml/p,Probiótico Enterogermina Com 20 Frascos De 50ml,,,
Prati-Donaduzzi,7898148298914,,,https://www.farmaponte.com.br/amoxicilina-500mg-21caps-pra/p,Amoxicilina 500mg 21caps Pra,,,
Eurofarma,7891317003494,,,https://www.farmaponte.com.br/desloratadina-eurofarma-05mgml-caixa-com-1-frasco-com-100ml-de-xarope-seringa-dosadora-adaptador/p,"Desloratadina Eurofarma 0,5mg Ml, Caixa Com 1 Frasco Com 100ml De Xarope + Seringa Dosadora + Adaptador",,,
None,7891058005924,,,https://www.farmaponte.com.br/paracetamol-200mg-gts-15ml-med-ge/p,Paracetamol 200mg Ml Medley Solução Gotas Frasco 15ml,,,
None,7896015592769,,,https://www.farmaponte.com.br/advil-ibuprofeno-600mg-12-comprimidos/p,Advil Ibuprofeno 600mg 12 Comprimidos,,,
None,7896094928107,,,https://www.farmaponte.com.br/aas-infantil-100mg-30-comprimidos/p,Aas Infantil 100mg 30 Comprimidos,,,
None,7896112106425,,,https://www.farmaponte.com.br/ibuprofeno-600mg-teuto-caixa-com-10-capsulas/p,"Ibuprofeno 600mg Teuto, Caixa Com 10 Capsulas",,,
Ranbaxy,7897076912152,,,https://www.farmaponte.com.br/mesilato-de-doxazosina-ranbaxy-2mg-caixa-com-30-comprimidos/p,"Mesilato De Doxazosina Ranbaxy 2mg, Caixa Com 30 Comprimidos",,,
None,7896112104582,,,https://www.farmaponte.com.br/zz-sildenafila-50mg-4cpr-teuto-ge/p,Zz Sildenafila 50mg 4cpr Teuto Ge,,,
Eurofarma,7891317457211,,,https://www.farmaponte.com.br/zina-5mg-caixa-com-10-comprimidos/p,"Zina 5mg, Caixa Com 10 Comprimidos",,,
Biosintética - Aché,7896658038495,,,https://www.farmaponte.com.br/gestodenoetinilestradiol-ache-0015006mg-caixa-com-28-comprimidos-revestidos/p,Etinilestradiol 15mcg + Gestodeno 60mcg 28 Comprimidos Aché Biosintética Genérico,,,
Eurofarma,7891317007508,,,https://www.farmaponte.com.br/rehidrat-50-4893mgg-6430mgg-5750mgg-79155mgg-caixa-com-4-envelopes-com-7625g-de-po-para-solucao-de-uso-oral-laranja/p,Rehidrat 50 Sabor Laranja Rehidrat 4 Envelopes,,,
Janssen-Cilag,7896212420629,,,https://www.farmaponte.com.br/haldol-gts-30ml-c1/p,Haldol 2mg Ml Solução Oral 30ml,,,
Geyer,7898100264018,,,https://www.farmaponte.com.br/biovicerin-6flac-5ml/p,Biovicerin Com 6 Flaconetes De 5ml Cada,,,
Chiesi,7896672201882,,,https://www.farmaponte.com.br/bamifix-600mg-20drg/p,"Bamifix 600mg, Caixa Com 20 Drageas",,,
None,7891317005863,,,https://www.farmaponte.com.br/ruva-10mg-caixa-com-30-comprimidos-revestidos/p,Ruva 10mg Caixa Com 30 Comprimidos Revestidos,,,
Sanofi,7898216368044,,,https://www.farmaponte.com.br/gardenal-50mg-20drg-c1/p,"Gardenal 50mg, Caixa Com 20 Comprimidos",,,
Biosintética - Aché,7896181924081,,,https://www.farmaponte.com.br/acebrofilina-biosintetica-10mgml-caixa-com-1-frasco-com-120ml-de-xarope-1-copo-medidor/p,Acebrofilina Xarope Adulto 25mg 5ml Com 120ml Aché Biosintética Genérico,,,
Nova Química,7895296113137,,,https://www.farmaponte.com.br/escitalopram-10mg-30cp-nq/p,Escitalopram 10mg Genérico Neo Química 30 Comprimidos,,,
Biolab Genéricos,7896112401537,,,https://www.farmaponte.com.br/colageno-hidrolisado-30saches-biol/p,Colágeno Hidrolisado Em Pó Biolab Com 30 Sachês De 11g,,,
None,7898244720296,,,https://www.farmaponte.com.br/enzilac-4-comprimidos-mastigaveis-10000-ufcc/p,Enzilac 4 Comprimidos Mastigaveis 10000 U.Fcc,,,
None,7896226503721,,,https://www.farmaponte.com.br/prolopa-125mg-frasco-com-30-comprimidos-dispersiveis/p,Prolopa 100 25mg 30 Comprimidos,,,
Neo Química,7896714203768,,,https://www.farmaponte.com.br/flavonid-450mg-50mg-caixa-com-30-comprimidos-revestidos/p,"Flavonid 450mg + 50mg, Caixa Com 30 Comprimidos Revestidos",,,
Tena,7896770981792,,,https://www.farmaponte.com.br/fralda-calca-geriatrica-unissex-tena-pants-dermacare-p-m-com-24-unidades/p,Fralda Calca Geriatrica Unissex Tena Pants Dermacare P M Com 24 Unidades,,,
Biolab,7896112480709,,,https://www.farmaponte.com.br/xefo-8mg-caixa-com-20-comprimidos-revestidos/p,Xefo 8mg 20 Comprimidos,,,
Farmax,7896902210813,,,https://www.farmaponte.com.br/mel-rosado-farmax-10-frasco-com-30ml-de-solucao-topica/p,Mel Rosado Farmax 30ml,,,
Bravir,7896186002944,,,https://www.farmaponte.com.br/alivik-frasco-com-12g-de-pomada-de-uso-dermatologico/p,Alivik Bravir 12g,,,
União Química,7896006214557,,,https://www.farmaponte.com.br/zz-cortigen-cre-20gr/p,Creme Dermatológico Cortigen Genom 20g,,,
Libbs,7896094201811,,,https://www.farmaponte.com.br/naprix-a-105mg-30cap/p,Naprix A 10 5 Mg 30 Capsula,,,
Besins,7898948648476,,,https://www.farmaponte.com.br/ogestan-gold-30caps/p,Suplemento Alimentar Ogestan Gold 30caps,,,
Sanofi,7896070601796,,,https://www.farmaponte.com.br/profenid-200mg-ret-10cpr/p,Profenid 200mg Caixa Com 10 Comprimidos De Desintegração Lenta,,,
Prati-Donaduzzi,7899547503296,,,https://www.farmaponte.com.br/maleato-de-dexclorfeniramina-prati-donaduzzi-04mgml-caixa-com-1-frasco-com-100ml-de-solucao-de-uso-oral-copo-medidor/p,"Maleato De Dexclorfeniramina Prati-Donaduzzi 0,4mg Ml, Caixa Com 1 Frasco Com 100ml De Solucao De Uso Oral + Copo Medidor",,,
Eurofarma,7891317445294,,,https://www.farmaponte.com.br/losartana-potassica-hidroclorotiazida-eurofarma-100mg-25mg-caixa-com-30-comprimidos-revestidos/p,Losartana Potássica 100mg + Hidroclorotiazida 25mg 30 Comprimidos Eurofarma Genérico,,,
None,7891317036751,,,https://www.farmaponte.com.br/azox-susp-45ml-zz/p,Azox 20mg Ml Suspensão 45ml,,,
Pfizer,7891268100228,,,https://www.farmaponte.com.br/aldactone-50mg-30cpr/p,Aldactone 50mg Caixa Com 30 Comprimidos,,,
Eurofarma,7891317006938,,,https://www.farmaponte.com.br/pondera-20mg-30cpr-c1/p,Pondera 20mg 30 Comprimidos,,,
None,7891142982889,,,https://www.farmaponte.com.br/predsim-10mg-10-comprimidos-revestidos/p,Predsim 10mg 10 Comprimidos Revestidos,,,
Ems,7896004747057,,,https://www.farmaponte.com.br/ezetimiba-sinvastatina-ems-10mg-20mg-caixa-com-30-comprimidos/p,"Ezetimiba + Sinvastatina Ems 10mg + 20mg, Caixa Com 30 Comprimidos",,,
Cosmed,7896094917897,,,https://www.farmaponte.com.br/maxsulid-400mg-caixa-com-30-comprimidos/p,Maxsulid 400mg 30 Comprimidos,,,
None,7896658002687,,,https://www.farmaponte.com.br/parasin-1cpr/p,Parasin 400mg 1 Comprimido,,,
None,7908236801169,,,https://www.farmaponte.com.br/zeforus-20mg-pfizer-4-comprimidos-revestidos/p,Zeforus 20mg Pfizer 4 Comprimidos Revestidos,,,
None,7897473202771,,,https://www.farmaponte.com.br/sulfato-de-salbutamol-100mcg-dose-glenmark-caixa-com-1-lata-aerosol-com-200-doses-com-aplicador/p,Sulfato De Salbutamol 100mcg Dose Glenmark Caixa Com 1 Lata Aerosol Com 200 Doses Com Aplicador,,,
Não encontrada,Não encontrado,,,https://www.farmaponte.com.br/floral-therapi-zero-angustia-30-ml/p,Floral Thérapi Zero Angústia - 30 Ml,,,
Eurofarma,7891317015299,,,https://www.farmaponte.com.br/ohde-15000ui-4caps/p,Vitamina D Ohde 15.000ui 4 Cápsulas,,,
None,7891142206329,,,https://www.farmaponte.com.br/addera-d3-14000ui-com-4-capsulas/p,Addera D3 14000ui Com 4 Capsulas,,,
None,7896006207306,,,https://www.farmaponte.com.br/bio-c-zinco-1gr-30cpr/p,Bio C + Zinco 1000mg União Química 30 Comprimidos Efervescente,,,
None,7896006297369,,,https://www.farmaponte.com.br/femiane-gestodeno-0075mg-etinilestradiol-002mg-63-drageas/p,"Femiane Gestodeno 0,075mg + Etinilestradiol 0,02mg 63 Drágeas",,,
Aché,7896658002120,,,https://www.farmaponte.com.br/brondilat-5mgml-caixa-com-1-frasco-com-120ml-de-xarope-1-copo-medidor/p,Brondilat Xarope Pediátrico 5mg Ml Aché 120ml,,,
Centrum,7896009498121,,,https://www.farmaponte.com.br/centrum-30cpr/p,Centrum 30 Comprimidos,,,
Catarinense Pharma,7896023701436,,,https://www.farmaponte.com.br/elixir-paregorico-005mlml-caixa-com-1-frasco-com-30ml-de-elixir/p,"Elixir Paregorico 0,05ml Ml, Caixa Com 1 Frasco Com 30ml De Elixir",,,
None,7896004770772,,,https://www.farmaponte.com.br/aciclovir-200mg-pharlab-caixa-com-25-comprimidos/p,"Aciclovir 200mg Pharlab, Caixa Com 25 Comprimidos",,,
Cosmed,7891142118080,,,https://www.farmaponte.com.br/zz-calminex-ice-aero-170gr/p,Zz Calminex Ice Aero 170gr,,,
None,8051886680390,,,https://www.farmaponte.com.br/mascara-facial-kn95-com-2-unidades-mask/p,Mascara Facial Kn95 Com 2 Unidades Mask,,,
Astellas Farma,7899337000813,,,https://www.farmaponte.com.br/vesomni-6mg-04mg-caixa-com-30-comprimidos-revestidos-de-liberacao-prolongada/p,"Vesomni 6mg + 0,4mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",,,
Aché,7896658015427,,,https://www.farmaponte.com.br/trezor-20mg-caixa-com-30-comprimidos-revestidos/p,Trezor 20mg 30 Comprimidos Revestidos,,,
Medley,7896422507318,,,https://www.farmaponte.com.br/cetoconazol-dipropionato-de-betametasona-sulfato-de-neomicina-medley-20mgg-05mgg-25mgg-caixa-contendo-1-bisnaga-com-30g-de-pomada-de-uso-dermatologico/p,"Cetoconazol + Dipropionato De Betametasona + Sulfato De Neomicina Medley 20mg G + 0,5mg G + 2,5mg G, Caixa Contendo 1 Bisnaga Com 30g De Pomada De Uso Dermatologico",,,
None,7896422522823,,,https://www.farmaponte.com.br/simeticona-medley-40mg-caixa-com-20-comprimidos/p,"Simeticona Medley 40mg, Caixa Com 20 Comprimidos",,,
Gsk,7895858015671,,,https://www.farmaponte.com.br/leite-de-magnesia-de-phillips-128250mg15ml-frasco-com-350ml-de-suspensao-de-uso-oral-sabor-hortela/p,"Leite De Magnesia De Phillips, Hortela, 350ml",,,
Kley Hertz Farmacêutica,7896331705263,,,https://www.farmaponte.com.br/creme-fixador-de-dentadura-dentalfix-sem-sabor-com-20g/p,Creme Fixador De Dentadura Dentalfix Sem Sabor Com 20g,,,
Aché,7896658008849,,,https://www.farmaponte.com.br/levoid-112mcg-caixa-contendo-30-comprimidos/p,"Levoid 112mcg, Caixa Contendo 30 Comprimidos",,,
Cosmed,7896094922006,,,https://www.farmaponte.com.br/albocresil-360mgg-caixa-com-1-frasco-com-12ml-de-solucao-concentrada-de-uso-ginecologico/p,Albocresil Policresuleno 360mg G Solução 12ml,,,
Biosintética - Aché,7896181915034,,,https://www.farmaponte.com.br/carvedilol-biosintetica-625mg-caixa-com-30-comprimidos/p,"Carvedilol 6,25mg Com 30 Comprimidos Aché Biosintética Genérico",,,
União Química,7896006216308,,,https://www.farmaponte.com.br/ecos-3mgml-caixa-com-1-frasco-com-120ml-de-xarope/p,"Ecos 3mg Ml, Caixa Com 1 Frasco Com 120ml De Xarope",,,
União Química,7896006290070,,,https://www.farmaponte.com.br/cetrolac-solucao-oftalmica-5mgml-caixa-com-1-frasco-gotejador-com-5ml-de-solucao-de-uso-oftalmico/p,"Cetrolac Solucao Oftalmica 5mg Ml, Caixa Com 1 Frasco Gotejador Com 5ml De Solucao De Uso Oftalmico",,,
Biolab,7896241225127,,,https://www.farmaponte.com.br/ablok-plus-50mg-125mg-caixa-com-30-comprimidos/p,"Ablok Plus 50mg + 12,5mg 30 Comprimidos",,,
Ems,7896004772318,,,https://www.farmaponte.com.br/complexo-b-ems-caixa-com-1-frasco-com-120ml-de-xarope/p,Complexo B Ems Caixa Com 1 Frasco Com 120ml De Xarope,,,
Granado Pharmácias,7896512900159,,,https://www.farmaponte.com.br/supositorio-de-glicerina-granado-pharmacias-caixa-com-12-supositorios-uso-infantil/p,"Supositorio De Glicerina Granado Pharmacias Caixa Com 12 Supositorios, Uso Infantil",,,
Cosmed,7896094917835,,,https://www.farmaponte.com.br/rinosoro-jet-xt-9mgml-frasco-spray-com-100ml-de-solucao-de-uso-nasal/p,"Rinosoro Jet Xt 9,0mg Ml Descongestionante Spray 100ml Solução",,,
Farmoquímica,7898040321550,,,https://www.farmaponte.com.br/gynopac-1000mg-100mg-150mg-caixa-com-4-comprimidos-1-bisnaga-com-35g-de-creme-de-uso-ginecologico-7-aplicadores/p,"Gynopac 1000mg + 100mg + 150mg, Caixa Com 4 Comprimidos + 1 Bisnaga Com 35g De Creme De Uso Ginecologico + 7 Aplicadores",,,
Cosmed,7896094917002,,,https://www.farmaponte.com.br/rinosoro-xt-90mgml-frasco-com-30ml-de-solucao-de-uso-nasal-conta-gotas/p,Rinosoro Gotas Xt 30ml,,,
Nova Química,7895296092302,,,https://www.farmaponte.com.br/carvedilol-nova-quimica-25mg-caixa-com-30-comprimidos/p,"Carvedilol Nova Quimica 25mg, Caixa Com 30 Comprimidos",,,
None,7896676441772,,,https://www.farmaponte.com.br/terolac-5mgml-caixa-com-1-frasco-gotejador-com-5ml-de-solucao-de-uso-oftalmico/p,"Terolac 0,5  5ml Solução Latinofarma",,,
Bayer,7891106912471,,,https://www.farmaponte.com.br/flanax-550mg-caixa-com-2-comprimidos-revestidos/p,"Flanax 550mg, Caixa Com 2 Comprimidos Revestidos",,,
Myralis,7898430192937,,,https://www.farmaponte.com.br/dprev-50000ui-caixa-com-4-comprimidos-revestidos/p,"Dprev 50.000ui, Caixa Com 4 Comprimidos Revestidos",,,
Libbs,7896094207516,,,https://www.farmaponte.com.br/elani-28-3mg-003mg-caixa-com-28-comprimidos-revestidos/p,"Elani 28 3 + 0,03mg Caixa Com 28 Comprimidos Revestidos",,,
Germed Pharma,7896004820798,,,https://www.farmaponte.com.br/desloratadina-comprimido-germed-pharma-5mg-caixa-com-10-comprimidos-revestidos/p,"Desloratadina Comprimido Germed Pharma 5mg, Caixa Com 10 Comprimidos Revestidos",,,
Zero-Cal,7896094906624,,,https://www.farmaponte.com.br/adocante-zero-cal-sucralose-liquido-com-100ml/p,Adocante Zero Cal Sucralose Liquido Com 100ml,,,
União Química,7896006248316,,,https://www.farmaponte.com.br/histadin-d-comprimido-5mg-120mg-caixa-com-12-drageas-de-desintegracao-lenta/p,"Histadin D Comprimido 5mg + 120mg, Caixa Com 12 Drageas De Desintegracao Lenta",,,
Eurofarma,7891317127404,,,https://www.farmaponte.com.br/indapamida-eurofarma-15mg-caixa-com-30-comprimidos-revestidos-de-liberacao-prolongada/p,"Indapamida Eurofarma 1,5mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",,,
Novartis,7896548197967,,,https://www.farmaponte.com.br/azorga-10mgml-5mgml-caixa-com-1-frasco-gotejador-com-5ml-de-suspensao-de-uso-oftalmico/p,"Azorga 10mg Ml + 5mg Ml, Caixa Com 1 Frasco Gotejador Com 5ml De Suspensao De Uso Oftalmico",,,
Merck,7891721025105,,,https://www.farmaponte.com.br/concor-5mg-caixa-com-30-comprimidos-revestidos/p,"Concor 5mg, Caixa Com 30 Comprimidos Revestidos",,,
Wyeth/Pfizer,7891045008433,,,https://www.farmaponte.com.br/nordette-015mg-003mg-caixa-com-21-drageas/p,"Nordette 0,15mg + 0,03mg, Caixa Com 21 Drageas",,,
Cosmed,7891142171733,,,https://www.farmaponte.com.br/polaramine-6mg-caixa-com-12-drageas/p,"Polaramine 6mg, Caixa Com 12 Drageas",,,
Sanofi,7891058009458,,,https://www.farmaponte.com.br/dorflex-35mgml-300mgml-50mgml-caixa-com-1-frasco-com-20ml-de-solucao-de-uso-oral/p,"Dorflex 35mg Ml + 300mg Ml + 50mg Ml, Caixa Com 1 Frasco Com 20ml De Solucao De Uso Oral",,,
Nova Química,7896472520299,,,https://www.farmaponte.com.br/desloratadina-comprimido-nova-quimica-5mg-caixa-com-10-comprimidos-revestidos/p,Desloratadina 5mg 10 Comprimidos Biosintética Genérico,,,
Cosmed,7896094915381,,,https://www.farmaponte.com.br/atroveran-dip-1g-caixa-com-20-comprimidos/p,"Atroveran Dip 1g, Caixa Com 20 Comprimidos",,,
Sanofi,7891058021597,,,https://www.farmaponte.com.br/anador-24cpr/p,Anador 24 Comprimidos,,,
Sanofi,7897595903372,,,https://www.farmaponte.com.br/puran-t4-112mcg-caixa-com-30-comprimidos/p,Puran T4 112mcg 30 Comprimidos,,,
Neo Química,7896714228853,,,https://www.farmaponte.com.br/meloxicam-15mg-10cpr-neo/p,Meloxicam 15 Mg 10 Comprimidos Neo,,,
Laboratório Cristália,7896180300213,,,https://www.farmaponte.com.br/flutinol-col-5ml/p,Flutinol 1mg Ml Suspensão Oftálmica 5ml,,,
Apsen,7896637022552,,,https://www.farmaponte.com.br/retemic-5mg-caixa-com-30-comprimidos/p,Retemic 5mg 30 Comprimidos,,,
Galderma,7897930760486,,,https://www.farmaponte.com.br/clob-x-cre-30gr/p,Clob-X 30g Creme,,,
Ems,7896004731322,,,https://www.farmaponte.com.br/carvedilol-ems-25mg-caixa-com-30-comprimidos/p,Carvedilol 25mg 30 Comprimidos Ems,,,
Boehringer Ingelheim,7896026306188,,,https://www.farmaponte.com.br/jardiance-25mg-caixa-com-30-comprimidos-revestidos/p,"Jardiance 25mg, Caixa Com 30 Comprimidos Revestidos",,,
Zodiac,7892953101865,,,https://www.farmaponte.com.br/tecnomet-25mg-caixa-com-20-comprimidos/p,"Tecnomet 2,5mg, Caixa Com 20 Comprimidos",,,
Biosintética - Aché,7896181924098,,,https://www.farmaponte.com.br/acebrofilina-xpe-ped-bio-gen/p,Acebrofilina Xarope Pediátrico 25mg 5ml Com 120ml Aché Biosintética Genérico,,,
Organon,7897337705882,,,https://www.farmaponte.com.br/renitec-10mg-caixa-com-30-comprimidos/p,Renitec 10mg Organon 30 Comprimidos,,,
Eurofarma,7891317001926,,,https://www.farmaponte.com.br/cetoprofeno-eurofarma-150mg-caixa-com-10-comprimidos-de-liberacao-prolongada/p,"Cetoprofeno Eurofarma 150mg, Caixa Com 10 Comprimidos De Liberacao Prolongada",,,
Blowtex,7896007200375,,,https://www.farmaponte.com.br/pres-blowtex-praz-prol-retard-c3/p,Preservativo Blowtex Praz Prol Retard Com 3 Unidades,,,
Libbs,7896094208285,,,https://www.farmaponte.com.br/sumaxpro-500-mg-85-mg-2-cp/p,Sumaxpro 500+85mg Com 2 Comprimidos Revestidos,,,
Nova Química,7895296272018,,,https://www.farmaponte.com.br/glibenclamida-nova-quimica-5mg-caixa-com-30-comprimidos/p,"Glibenclamida Nova Quimica 5mg, Caixa Com 30 Comprimidos",,,
Biosintética - Aché,7896181900351,,,https://www.farmaponte.com.br/escitalopram-10mg-30cp-bio/p,Oxalato De Escitalopram 10mg Com 30 Comprimidos Aché Biosintética Genérico,,,
Cosmed,7896094922068,,,https://www.farmaponte.com.br/xx-dramin-caps-gel-25mg-10cps/p,Dramin 25mg Com 10 Cápsulas,,,
Bayer,7891106912778,,,https://www.farmaponte.com.br/zz-claritin-10mg-12cpr/p,Claritin 10mg 12 Comprimidos,,,
Farmoquímica,7898040320768,,,https://www.farmaponte.com.br/dolamin-125mg-16cpd-rev/p,"Dolamin 125mg, Caixa Com 16 Comprimidos Revestidos",,,
Althaia,7898569766610,,,https://www.farmaponte.com.br/vitamina-d-7000ui-8cap-l3p2-althaia/p,Vitamina D 7.000ui 8cap Althaia,,,
Medley,7896422511865,,,https://www.farmaponte.com.br/clonazepam-gts-20ml-med/p,"Clonazepam 2,5mg Medley Frasco Gotejador 20ml",,,
None,7896658034541,,,https://www.farmaponte.com.br/laxime-15mg-ml-solucao-oftalmica-gotas-10ml/p,"Laxime 1,5mg Ml Solucao Oftalmica Gotas 10ml",,,
None,7895296274012,,,https://www.farmaponte.com.br/paracetamol-200mg-gts-15ml-nq/p,Paracetamol 200mg Ml 15ml Neoquímica Genérico G,,,
None,7896094210080,,,https://www.farmaponte.com.br/plenance-eze-20-10mg-30caps/p,Plenance Eze 20 10mg Com 30 Comprimidos Libbs,,,
Eurofarma,7891317414139,,,https://www.farmaponte.com.br/levofloxacino-500mg-7cp-eur/p,Levofloxacino 500mg 7 Comprimidos - Eurofarma,,,
Zambon,7898074615212,,,https://www.farmaponte.com.br/monuril-po-2env/p,Monuril 5631g 2 Envelopes Com 8g,,,
Aché,7896658010187,,,https://www.farmaponte.com.br/exodus-10mg-60cpr-c1/p,Exodus 10mg Caixa Com 60 Comprimidos Revestidos,,,
Althaia,7898569761448,,,https://www.farmaponte.com.br/propafenona-300mg-60cpr-alth/p,Cloridrato De Propafenona Althaia 300mg Com 60 Comprimidos Revestidos,,,
Biosintética - Aché,7896181919322,,,https://www.farmaponte.com.br/alprazolam-1-30cpr-bio/p,Alprazolam 1mg Com 30 Comprimidos Aché Biosintética Genérico,,,
Natulab,7898133139260,,,https://www.farmaponte.com.br/hidralyte-tuti-fruti-500ml/p,Hidralyte 45 Tutti-Frutti 500ml,,,
Always,7500435190633,,,https://www.farmaponte.com.br/absorventes-always-super-protecao-suave-com-abas-leve-10-pague-8/p,"Absorventes Always Absorção Suave, Com Abas, Lv 10 Pg 8",,,
None,7897076921901,,,https://www.farmaponte.com.br/divalproato-de-sodio-500mg-ranbaxy-caixa-com-30-comprimidos/p,"Divalproato De Sodio 500mg Ranbaxy, Caixa Com 30 Comprimidos",,,
None,7896004722160,,,https://www.farmaponte.com.br/bisoprolol-125mg-30cpr-ems/p,"Hemifumarato De Bisoprolol 1,25mg 30 Comprimidos",,,
None,7896714274423,,,https://www.farmaponte.com.br/equilibrisse-420mg-10-comprimidos/p,Equilibrisse 420mg 10 Comprimidos,,,
