Marca,GTIN,Desconto,Preco com desconto,link,Nome,Desconto com pix,Preco pix,Preco unitario
Zambon,7898074617322,15.27,69.59,https://www.drogariaveracruz.com.br/fluimucil-d-600mg-16-envelopes-com-5g-cada/p,Fluimucil D 600mg 16 envelopes com 5g cada,18.75,66.11,84.86
Sankyo Pharma,7897411601567,,46.41,https://www.drogariaveracruz.com.br/hirudoid-500-pomada-5mgg-40g/p,Hirudoid 500 5mg/g Pomada 40g,,44.09,
Eno,7896015560331,6.76,23.97,https://www.drogariaveracruz.com.br/sal-de-frutas-eno-laranja-100g/p,Sal de Frutas Eno Laranja 100g,7.96,22.77,30.73
Ache,7896658018800,12.43,70.43,https://www.drogariaveracruz.com.br/bravan-hct-80mg-125mg-30-comprimidos/p,"Bravan HCT 80mg + 12,5mg 30 comprimidos",15.95,66.91,82.86
Blau,7896014669028,11.87,30.54,https://www.drogariaveracruz.com.br/metrexato-25mg-24-comprimidos/p,"Metrexato 2,5mg 24 comprimidos",13.4,29.01,42.41
Abbott,7896255700054,12.3,46.26,https://www.drogariaveracruz.com.br/synthroid-125mcg-30-comprimidos/p,Synthroid 125mcg 30 comprimidos,14.61,43.95,58.56
União Química,7896006216254,0.61,5.5,https://www.drogariaveracruz.com.br/xantinon-10-comprimidos-revestidos/p,Xantinon 10 comprimidos revestidos,0.88,5.23,6.11
Bayer,7891106001755,11.54,93.36,https://www.drogariaveracruz.com.br/gino-canesten-1-dia-500mg-1-comprimido-vaginal-1-aplicador/p,Gino Canesten 1 Dia 500mg 1 comprimido vaginal + 1 aplicador,16.21,88.69,104.9
Theraskin,7897129300769,8.08,36.82,https://www.drogariaveracruz.com.br/therapsor-05mgml-solucao-capilar-25ml/p,"Therapsor 0,5mg/ml Solução Capilar 25ml",9.92,34.98,44.9
Globo,7898060131382,15.42,10.71,https://www.drogariaveracruz.com.br/novoprazol-20mg-56-capsulas/p,Novoprazol 20mg 56 Cápsulas,15.96,10.17,26.13
Bunker,7893454100654,29.18,23.88,https://www.drogariaveracruz.com.br/dermosalic-05mgml-200mgml-30ml/p,"Dermosalic 0,5mg/ml + 20,0mg/ml 30ml",30.37,22.69,53.06
Ache,7896658012402,11.28,55.1,https://www.drogariaveracruz.com.br/meritor-2mg-1000mg-30-comprimidos-revestidos/p,Meritor 2mg + 1000mg 30 comprimidos revestidos,14.03,52.35,66.38
Millet Roux,7896316301008,8.64,36.83,https://www.drogariaveracruz.com.br/cyclofemina-25mg-5mg-solucao-injetavel-1-ampola-com-05ml/p,"Cyclofemina 25mg + 5mg Solução Injetável 1 ampola com 0,5ml",10.48,34.99,45.47
Dérsani,7898087340040,11.01,44.89,https://www.drogariaveracruz.com.br/locao-oleosa-dersani-100ml/p,Loção Oleosa Dersani 100ml,13.25,42.65,55.9
Ache,7896658011924,12.03,63.16,https://www.drogariaveracruz.com.br/clopin-75mg-30-comprimidos-revestidos/p,Clopin 75mg 30 comprimidos revestidos,15.19,60.0,75.19
Herbarium,7896083402557,20.24,163.77,https://www.drogariaveracruz.com.br/gamaline-v-900mg-30-capsulas-moles/p,Gamaline V 900mg 30 cápsulas moles,28.43,155.58,184.01
Aspen Pharma,7896641812279,4.06,23.01,https://www.drogariaveracruz.com.br/pomada-omcilon-a-orabase-1mgg-aspen-10g/p,Omcilon-A Orabase 1mg/g Pomada 10g,5.21,21.86,27.07
Ache,7896658034978,,72.76,https://www.drogariaveracruz.com.br/pant-50mgml-refil-50ml/p,Pant 50mg/ml Refil 50ml,,69.12,
Msd,7897572020306,38.38,136.06,https://www.drogariaveracruz.com.br/januvia-50mg-28-comprimidos-revestidos/p,Januvia 50mg 28 comprimidos revestidos,45.18,129.26,174.44
Cristalia,7896676427745,11.22,63.58,https://www.drogariaveracruz.com.br/pomada-kollagenase-06ug-30g/p,"Kollagenase Pomada 0,6U/g 30g",14.4,60.4,74.8
Cimed,7896523207704,20.05,15.75,https://www.drogariaveracruz.com.br/loratadina-1mgml-cimed-100ml/p,"Loratadina 1mg/ml, Cimed 100ml",20.84,14.96,35.8
Libbs,7896094201460,17.51,58.62,https://www.drogariaveracruz.com.br/natifa-1mg-28-comprimidos-revestidos/p,Natifa 1mg 28 comprimidos revestidos,20.44,55.69,76.13
Cepalab,7898994079859,10.06,7.29,https://www.drogariaveracruz.com.br/teste-de-gravidez-fast-test-plus-1un/p,Teste de Gravidez Fast Test Plus 1 Unidade,10.42,6.93,17.35
União Química,7896006213130,9.53,20.24,https://www.drogariaveracruz.com.br/colact-667mgml-sabor-ameixa-120ml/p,Colact 667mg/ml Sabor Ameixa 120ml,10.54,19.23,29.77
Farmoquimica,7898040322137,26.33,105.32,https://www.drogariaveracruz.com.br/adoless-3-0060mg-0015mg-84-comprimidos-revestidos/p,"Adoless 3 0,060mg + 0,015mg 84 comprimidos revestidos",31.6,100.05,131.65
Merck,7891721029974,20.73,78.0,https://www.drogariaveracruz.com.br/concor-anlo-55-mg-30-comprimidos/p,Concor Anlo 5/5 mg 30 comprimidos,24.63,74.1,98.73
Advil,7896015592769,10.88,29.43,https://www.drogariaveracruz.com.br/advil-600mg-12-horas-12-comprimidos-revestidos-de-liberacao-prolongada/p,Advil 600mg 12 Horas 12 comprimidos revestidos de liberação prolongada,12.35,27.96,40.31
Ems,7896004727158,6.62,11.26,https://www.drogariaveracruz.com.br/infralax-15-comprimidos/p,Infralax 15 comprimidos,7.18,10.7,17.88
Sigma Pharma,7894916516686,,172.9,https://www.drogariaveracruz.com.br/suplemento-alimentar-neutrofer-folato-d-90-comprimidos-revestidos/p,Neutrofer Folato D 90 comprimidos revestidos,,164.26,
Hypera,7896094922143,23.4,114.23,https://www.drogariaveracruz.com.br/venalot-15mg-90mg-60-comprimidos/p,Venalot 15mg + 90mg 60 comprimidos,29.11,108.52,137.63
Biolab Sanus,7896112406235,41.58,166.33,https://www.drogariaveracruz.com.br/livalo-2mg-60-comprimidos-revestidos/p,Livalo 2mg 60 comprimidos revestidos,49.9,158.01,207.91
Mylanta Plus,7891268404036,5.4,54.62,https://www.drogariaveracruz.com.br/antiacido-mylanta-plus-sabor-morango-240ml/p,Mylanta Plus Antiácido Sabor Morango 240ml,8.13,51.89,60.02
Libbs,7896094208407,6.34,51.28,https://www.drogariaveracruz.com.br/gel-nasal-maxidrate-6mgg-30g/p,Maxidrate Gel Nasal 6mg/g 30g,8.9,48.72,57.62
Roche,7896226505299,68.57,292.33,https://www.drogariaveracruz.com.br/bonviva-150mg-1-comprimido-revestido/p,Bonviva 150mg 1 comprimido revestido,83.19,277.71,360.9
Biolab Sanus,7896112402329,,46.9,https://www.drogariaveracruz.com.br/suplemento-alimentar-doss-1000ui-vitamina-d3-30-capsulas-gelatinosas-moles/p,Doss 1.000UI 30 cápsulas gelatinosas moles,,44.56,
Não encontrada,Não encontrado,26.63,89.16,https://www.drogariaveracruz.com.br/zetsim-10mg-20mg-30-comprimidos/p,Zetsim 10mg + 20mg 30 comprimidos,31.09,84.7,115.79
Tylenol,7896212479924,9.94,35.24,https://www.drogariaveracruz.com.br/analgesico-tylenol-gotas-200mgml-sabor-frutas-15ml/p,Tylenol Gotas 200mg/ml Sabor Frutas 15ml,11.7,33.48,45.18
Ache,7896658002403,17.72,100.4,https://www.drogariaveracruz.com.br/xarope-leucogen-sabor-caramelo-120ml/p,Xarope Leucogen Sabor Caramelo 120ml,22.74,95.38,118.12
Boiron,7898927111106,5.38,71.52,https://www.drogariaveracruz.com.br/xarope-stodal-150ml/p,Stodal Xarope 150ml,8.96,67.94,76.9
Abbott,7896255716963,10.83,40.74,https://www.drogariaveracruz.com.br/synthroid-75mcg-30-comprimidos/p,Synthroid 75mcg 30 comprimidos,12.87,38.7,51.57
Brasterapica,7898100242955,12.35,12.36,https://www.drogariaveracruz.com.br/glicel-25g-adulto-6-supositorios-de-glicerina/p,"Glicel 2,5g Adulto 6 supositórios de glicerina",12.97,11.74,24.71
Neo Quimica,7896714218267,8.1,9.89,https://www.drogariaveracruz.com.br/torsilax-neo-quimica-12-comprimidos/p,Torsilax Neo Química 12 comprimidos,8.59,9.4,17.99
Sanofi,7891058024314,5.56,40.77,https://www.drogariaveracruz.com.br/antialergico-allegra-60mg-10-comprimidos-revestidos/p,Allegra 60mg 10 comprimidos revestidos,7.6,38.73,46.33
Bausch &amp; Lomb,7896046303013,14.7,44.11,https://www.drogariaveracruz.com.br/epitegel-50mgg-gel-oftalmico-10g/p,Epitegel 50mg/g Gel Oftálmico 10g,16.91,41.9,58.81
Delta,7893454714479,16.56,7.8,https://www.drogariaveracruz.com.br/tanderalgin-delta-15-comprimidos/p,Tanderalgin Delta 15 Comprimidos,16.95,7.41,24.36
Biolab Sanus,7896112400165,31.27,76.57,https://www.drogariaveracruz.com.br/suplemento-alimentar-doss-50000ui-vitamina-d3-4-capsulas-gelatinosas-moles/p,Doss 50.000UI 4 cápsulas gelatinosas moles,35.1,72.74,107.84
Zydus Nikkho,7897460401934,5.46,21.82,https://www.drogariaveracruz.com.br/silimalon-70mg-100mg-10-comprimidos-revestidos/p,Silimalon 70mg + 100mg 10 comprimidos revestidos,6.55,20.73,27.28
Arese,7899824400478,10.58,65.02,https://www.drogariaveracruz.com.br/lacass-6666mg-14-comprimidos-revestidos/p,"Lacass 66,66mg 14 comprimidos revestidos",13.83,61.77,75.6
Novo Nordisk,7897705202548,,1299.7,https://www.drogariaveracruz.com.br/ozempic-025mg-1-carpule-de-15ml-1-sistema-para-aplicacao-6-agulhas-novofine/p,"Ozempic 0,25mg 1 carpule de 1,5ml + 1 sistema para aplicação + 6 agulhas novofine",,1234.72,
Arese,7899824401314,,65.9,https://www.drogariaveracruz.com.br/suplemento-alimentar-zirvit-pre-30-capsulas/p,Suplemento Alimentar Zirvit Pré 30 cápsulas,,62.61,
Adv,7896230301283,2.23,12.67,https://www.drogariaveracruz.com.br/oleo-mineral-adv-farma-100-puro-100ml/p,Óleo Mineral ADV Farma 100% Puro 100ml,2.86,12.04,14.9
Merck,7891721014642,8.87,29.71,https://www.drogariaveracruz.com.br/euthyrox-25mcg-50-comprimidos/p,Euthyrox 25mcg 50 comprimidos,10.36,28.22,38.58
Ache,7896658006920,13.84,78.45,https://www.drogariaveracruz.com.br/acheflan-5mgg-aerossol-75ml/p,Acheflan 5mg/g Aerossol 75ml,17.76,74.53,92.29
Ache,7896658027130,22.69,110.79,https://www.drogariaveracruz.com.br/trezete-20mg-10mg-30-comprimidos-revestidos/p,Trezete 20mg + 10mg 30 Comprimidos Revestidos,28.23,105.25,133.48
Takeda,7896641812811,40.72,213.76,https://www.drogariaveracruz.com.br/inzelm-30-comprimidos-revestidos-20mg/p,Inzelm 20mg 30 Comprimidos Revestidos,51.41,203.07,254.48
Ache,7896658033445,26.3,98.95,https://www.drogariaveracruz.com.br/trezor-40mg-30-comprimidos-revestidos/p,Trezor 40mg 30 comprimidos revestidos,31.25,94.0,125.25
Biolab Sanus,7896241265543,10.07,40.28,https://www.drogariaveracruz.com.br/suprema-2mg-1mg-28-comprimidos-revestidos/p,Suprema 2mg + 1mg 28 comprimidos revestidos,12.08,38.27,50.35
Aspen Pharma,7895858010324,2.84,20.81,https://www.drogariaveracruz.com.br/zyloric-100mg-30-comprimidos/p,Zyloric 100mg 30 comprimidos,3.88,19.77,23.65
Neo Quimica,7896714219301,6.37,12.36,https://www.drogariaveracruz.com.br/antialergico-histamin-2mg-20-comprimidos/p,Histamin 2mg 20 comprimidos,6.99,11.74,18.73
Hypera,7896094919495,13.19,96.71,https://www.drogariaveracruz.com.br/ofolato-d-2000-ui-30-comprimidos/p,Ofolato D 2.000 UI 30 comprimidos,18.03,91.87,109.9
Dramin,7896094999411,1.16,21.95,https://www.drogariaveracruz.com.br/dramin-capsgel-50mg-10-capsulas-mole/p,Dramin CapsGel 50mg 10 Cápsulas Mole,2.26,20.85,23.11
Luftal,7896016801501,6.75,38.24,https://www.drogariaveracruz.com.br/luftal-40mg-20-comprimidos/p,Luftal 40mg 20 comprimidos,8.66,36.33,44.99
Bayer,7891106900591,1.7,32.31,https://www.drogariaveracruz.com.br/canesten-creme-10mgg-20g/p,Canesten Creme 10mg/g 20g,3.32,30.69,34.01
Ems,7894916514903,25.08,122.45,https://www.drogariaveracruz.com.br/bexai-35mg-20-capsulas-ems/p,Bexai 35mg 20 capsúlas,31.2,116.33,147.53
Abbott,7896255766777,17.18,73.23,https://www.drogariaveracruz.com.br/creon-10000-30-capsulas-com-minimicroesferas-acidorresitentes/p,Creon 10.000 30 cápsulas com minimicroesferas acidorresitentes,20.84,69.57,90.41
Sanofi,7891058003944,3.3,13.5,https://www.drogariaveracruz.com.br/dorflex-max-8-comprimidos/p,Dorflex Max 8 comprimidos,3.97,12.83,16.8
Merck,7891721015007,14.4,45.6,https://www.drogariaveracruz.com.br/euthyrox-137mcg-50-comprimidos/p,Euthyrox 137mcg 50 comprimidos,16.68,43.32,60.0
Ache,5000456073240,,236.94,https://www.drogariaveracruz.com.br/edistride-10mg-30-comprimidos/p,Edistride 10mg 30 comprimidos,,225.09,
Strepsils,7891035010842,2.62,14.87,https://www.drogariaveracruz.com.br/pastilhas-para-garganta-strepsils-sabor-mel-e-limao-8-pastilhas/p,Pastilhas para Garganta Strepsils Sabor Mel e Limão 8 pastilhas,3.36,14.13,17.49
Sankyo Pharma,7897411601543,,47.65,https://www.drogariaveracruz.com.br/hirudoid-500-gel-5mgg-40g/p,Hirudoid 500 5mg/g Gel 40g,,45.27,
Sanofi,7891058022778,14.4,61.41,https://www.drogariaveracruz.com.br/allenasal-spray-nasal-antialergico-120-doses-165ml/p,"AlleNasal Spray Nasal Antialérgico 120 Doses 16,5ml",17.47,58.34,75.81
Almeida Prado,7898037080880,10.46,35.04,https://www.drogariaveracruz.com.br/cistitemed-almeida-prado-60-comprimidos/p,Cistitemed Almeida Prado 60 comprimidos,12.21,33.29,45.5
Eurofarma,7891317018207,6.45,15.05,https://www.drogariaveracruz.com.br/perlatte-9000-fcc-10-comprimidos/p,Perlatte 9.000 fcc 10 comprimidos,7.2,14.3,21.5
Legrand,7896004715049,11.8,30.34,https://www.drogariaveracruz.com.br/dorilen-gotas-15ml/p,Dorilen Gotas 15ml,13.32,28.82,42.14
Grunenthal,7898582380268,13.6,54.41,https://www.drogariaveracruz.com.br/belarina-2mg-002mg-28-comprimidos-revestidos/p,"Belarina 2mg + 0,02mg 28 comprimidos revestidos",16.32,51.69,68.01
Merck,7891721014741,11.71,37.09,https://www.drogariaveracruz.com.br/euthyrox-75mcg-50-comprimidos/p,Euthyrox 75mcg 50 comprimidos,13.56,35.24,48.8
Biolab,7896112403111,34.62,64.29,https://www.drogariaveracruz.com.br/ativb-1000mcg-30-comprimidos-sublinguais/p,AtivB 1000mcg 30 comprimidos sublinguais,37.83,61.08,98.91
Ache,7896658023224,4.97,40.21,https://www.drogariaveracruz.com.br/descongestionante-nasal-sorine-ssc-09-spray-suave-jato-continuo-100ml/p,"Descongestionante Nasal Sorine SSC 0,9% Spray Suave Jato Contínuo 100ml",6.98,38.2,45.18
Sanofi,7891058004460,241.38,295.03,https://www.drogariaveracruz.com.br/clexane-40mg04ml-6-seringas-preenchidas-com-04ml-com-sistema-de-seguranca/p,"Clexane 40mg/0,4ml 6 seringas preenchidas com 0,4ml com sistema de segurança",256.13,280.28,536.41
Hypera,7896094921269,12.14,68.8,https://www.drogariaveracruz.com.br/coledue-r-10mg-10mg-30-capsulas-duras/p,Coledue R 10mg + 10mg 30 cápsulas duras,15.58,65.36,80.94
Osorio De Moraes,7898089300011,6.67,28.42,https://www.drogariaveracruz.com.br/auris-sedina-186mgml-13mgml-10ml/p,"Auris-Sedina 18,6mg/ml + 1,3mg/ml 10ml",8.09,27.0,35.09
Besins,7898948648605,50.67,311.23,https://www.drogariaveracruz.com.br/ogestan-gold-90-capsulas-12g-cada/p,Ogestan Gold 90 cápsulas,66.23,295.67,361.9
Ache,7896658006050,,144.73,https://www.drogariaveracruz.com.br/diosmin-450mg-50mg-60-comprimidos-revestidos/p,Diosmin 450mg + 50mg 60 comprimidos revestidos,,137.49,
Msd,7897572020191,,339.79,https://www.drogariaveracruz.com.br/janumet-50mg-1000mg-56-comprimidos-revestidos/p,Janumet 50mg + 1000mg 56 comprimidos revestidos,,322.8,
Divcom Pharma,7898040329525,,38.9,https://www.drogariaveracruz.com.br/suplemento-alimentar-calcitran-d3-1000ui-30-comprimidos-revestidos/p,Calcitran D3 1000ui 30 comprimidos revestidos,,36.96,
Libbs,7896094200982,18.18,68.39,https://www.drogariaveracruz.com.br/caltren-10mg-30-comprimidos/p,Caltren 10mg 30 comprimidos,21.6,64.97,86.57
Luftal,7896222720856,10.64,45.35,https://www.drogariaveracruz.com.br/luftal-gel-caps-125mg-20-capsulas-gelatinosas/p,Luftal Gel Caps 125mg 20 Cápsulas Gelatinosas,12.91,43.08,55.99
Advil,7896009498466,3.78,4.82,https://www.drogariaveracruz.com.br/analgesico-advil-mulher-400mg-2-capsulas-liquidas/p,Advil Mulher 400mg 2 cápsulas líquidas,4.02,4.58,8.6
Não encontrada,Não encontrado,10.49,41.96,https://www.drogariaveracruz.com.br/ablok-plus-25mg-125mg-60-comprimidos/p,"Ablok Plus 25mg + 12,5mg 60 comprimidos",12.59,39.86,52.45
Divcom Pharma,7898040329693,12.0,63.0,https://www.drogariaveracruz.com.br/floratil-at-250mg-10-capsulas/p,Floratil AT 250mg 10 cápsulas,15.15,59.85,75.0
Ache,7896658008023,5.58,50.22,https://www.drogariaveracruz.com.br/digeplus-7mg-40mg-50mg-ache-30-capsulas/p,Digeplus 7mg + 40mg + 50mg Aché 30 Cápsulas,8.09,47.71,55.8
Tylenol,7891010256715,5.41,19.18,https://www.drogariaveracruz.com.br/tylenol-750mg-10-comprimidos-revestidos/p,Tylenol 750mg 10 comprimidos revestidos,6.37,18.22,24.59
Stiefel,7896015591618,8.34,51.23,https://www.drogariaveracruz.com.br/vitanol-a-025mgg-30g-creme-dermatologico/p,"Vitanol A 0,25mg/g 30g Creme Dermatológico",10.9,48.67,59.57
União Química,7896006245339,6.43,21.54,https://www.drogariaveracruz.com.br/diamox-250mg-30-comprimidos/p,Diamox 250mg 30 comprimidos,7.51,20.46,27.97
Novartis,7896261016262,63.38,198.0,https://www.drogariaveracruz.com.br/galvus-met-50mg-1000mg-56-comprimidos-revestidos/p,Galvus Met 50mg + 1000mg 56 comprimidos revestidos,73.28,188.1,261.38
Eurofarma,7891317132392,15.71,89.0,https://www.drogariaveracruz.com.br/lugano-12mcg-250mcg-refil-60-capsulas-com-po-para-inalacao/p,Lugano 12mcg + 250mcg Refil 60 cápsulas com pó para inalação,20.16,84.55,104.71
Ache,7896658001666,3.34,33.82,https://www.drogariaveracruz.com.br/tandrilax-ache-30-comprimidos/p,Tandrilax Aché 30 comprimidos,5.03,32.13,37.16
Hypera,7896094916234,4.55,40.91,https://www.drogariaveracruz.com.br/lisador-dip-1g-20-comprimidos/p,Lisador Dip 1g 20 comprimidos,6.6,38.86,45.46
Biolab Sanus,7896112400431,56.32,188.55,https://www.drogariaveracruz.com.br/press-plus-5mg-20mg-60-capsulas/p,Press Plus 5mg + 20mg 60 cápsulas,65.75,179.12,244.87
Tylenol,7891010246952,4.35,31.92,https://www.drogariaveracruz.com.br/tylenol-sinus-1g-60mg-36-comprimidos-revestidos/p,Tylenol Sinus 500mg + 30mg 36 comprimidos revestidos,5.95,30.32,36.27
Luftal,7896222720887,6.8,33.19,https://www.drogariaveracruz.com.br/antigases-luftal-infantil-gotas-75mgml-sabor-cereja-15ml/p,Antigases Luftal Infantil Gotas 75mg/ml Sabor Cereja 15ml,8.46,31.53,39.99
Bayer,7891106006507,1.45,27.54,https://www.drogariaveracruz.com.br/flanax-550mg-10-comprimidos-revestidos/p,Flanax 550mg 10 comprimidos revestidos,2.83,26.16,28.99
Eno,7896015560300,6.76,23.97,https://www.drogariaveracruz.com.br/sal-de-frutas-eno-tradicional-100g/p,Sal de Frutas Eno Tradicional 100g,7.96,22.77,30.73
Sigma Pharma,7894916516006,5.49,31.12,https://www.drogariaveracruz.com.br/toragesic-10mg-10-comprimidos-sublinguais/p,Toragesic 10mg 10 comprimidos sublinguais,7.05,29.56,36.61
Biolab Sanus,7896112432401,8.04,34.28,https://www.drogariaveracruz.com.br/pressat-25mg-30-comprimidos/p,"Pressat 2,5mg 30 comprimidos",9.75,32.57,42.32
Libbs,7896094201392,19.82,59.46,https://www.drogariaveracruz.com.br/naprix-a-5mg-5mg-30-capsulas/p,Naprix A 5mg + 5mg 30 cápsulas,22.79,56.49,79.28
Theraskin,7897129300134,6.42,72.48,https://www.drogariaveracruz.com.br/verrux-020gml-015mlml-solucao-10ml/p,"Verrux 0,20g/ml + ,015ml/ml Solução 10ml",10.04,68.86,78.9
Ems,7896004711287,4.74,10.55,https://www.drogariaveracruz.com.br/maleato-de-dexclorfeniramina-2mg-ems-20-comprimidos/p,Maleato de Dexclorfeniramina 2mg EMS 20 comprimidos,5.27,10.02,15.29
Advil,7891045043564,6.92,18.72,https://www.drogariaveracruz.com.br/analgesico-advil-400mg-8-capsulas-liquidas/p,Advil 400mg 8 cápsulas líquidas,7.86,17.78,25.64
Hypera,7896094922242,0.9,5.99,https://www.drogariaveracruz.com.br/buscopan-composto-4-comprimidos-revestidos/p,Buscopan Composto 4 comprimidos revestidos,1.2,5.69,6.89
Hypera,7896094915107,5.9,21.96,https://www.drogariaveracruz.com.br/benegrip-12-comprimidos-revestidos/p,Benegrip 12 comprimidos revestidos,7.0,20.86,27.86
Astrazeneca,7896016807251,35.85,143.38,https://www.drogariaveracruz.com.br/onglyza-5mg-28-comprimidos-revestidos/p,Onglyza 5mg 28 comprimidos revestidos,43.02,136.21,179.23
Nikkho,7897460401293,22.68,85.33,https://www.drogariaveracruz.com.br/ginkoba-120mg-30-comprimidos-revestidos/p,Ginkoba 120mg 30 comprimidos revestidos,26.95,81.06,108.01
União Química,7896006259701,,30.05,https://www.drogariaveracruz.com.br/xarope-hytos-plus-sabor-tutti-frutti-100ml/p,Hytós Plus Xarope  Sabor Tutti Frutti 100ml,,28.55,
Biolab Sanus,7896112402558,,57.5,https://www.drogariaveracruz.com.br/suplemento-alimentar-doss-zinco-vitamina-d3-2000ui-20mg-30-capsulas-gelatinosas/p,Doss Zinco 2.000UI + 20mg 30 cápsulas gelatinosas,,54.63,
Hypera,7891142982100,3.4,39.06,https://www.drogariaveracruz.com.br/coristina-d-pro-16-comprimidos/p,Coristina D Pro 16 comprimidos,5.35,37.11,42.46
Sigma Pharma,7894916510288,,119.03,https://www.drogariaveracruz.com.br/niki-3mg-002mg-72-comprimidos-revestidos/p,"Niki 3mg + 0,02mg 72 comprimidos revestidos",,113.08,
Biolab Sanus,7896241296523,12.86,36.59,https://www.drogariaveracruz.com.br/vonau-flash-4mg-biolab-10-comprimidos-de-desintegracao-oral/p,Vonau Flash 4mg Biolab 10 comprimidos de desintegração oral,14.69,34.76,49.45
Eurofarma,7891317465032,17.97,76.63,https://www.drogariaveracruz.com.br/tamisa-20-75mcg-20mcg-63-comprimidos-revestidos/p,Tâmisa 20 75mcg + 20mcg 63 comprimidos revestidos,21.8,72.8,94.6
Libbs,7896094210271,11.9,65.97,https://www.drogariaveracruz.com.br/iumi-es-3mg-002mg-30-comprimidos-revestidos/p,"Iumi ES 3mg + 0,02mg 30 comprimidos revestidos",15.2,62.67,77.87
Libbs,7896094208124,31.24,93.73,https://www.drogariaveracruz.com.br/nactali-75mcg-84-comprimidos-revestidos/p,Nactali 75mcg 84 comprimidos revestidos,35.93,89.04,124.97
Ems,7896004704999,10.27,12.55,https://www.drogariaveracruz.com.br/maleato-de-dexclorfeniramina-2mg5ml-ems-120ml/p,Maleato de Dexclorfeniramina 2mg/5ml EMS 120ml,10.9,11.92,22.82
Ache,7896658015427,11.88,57.99,https://www.drogariaveracruz.com.br/trezor-20mg-30-comprimidos-revestidos/p,Trezor 20mg 30 comprimidos revestidos,14.78,55.09,69.87
Dbs Ind E Com Ltda,7898906846531,3.35,24.55,https://www.drogariaveracruz.com.br/oleo-de-girassol-skinage-100ml/p,Óleo de Girassol Skinage 100ml,4.58,23.32,27.9
Adium,7892953003558,24.56,98.24,https://www.drogariaveracruz.com.br/dutam-05mg-04mg-30-capsulas-gelatinosas-duras-de-liberacao-prolongada/p,"Dutam 0,5mg + 0,4mg 30 cápsulas gelatinosas duras de liberação prolongada",29.47,93.33,122.8
Eno,7896015516970,0.89,4.05,https://www.drogariaveracruz.com.br/sal-de-frutas-eno-guarana-2-envelopes-com-5g/p,Sal de Frutas Eno Guaraná 2 envelopes com 5g,1.09,3.85,4.94
Daudt,7898087340132,12.17,74.73,https://www.drogariaveracruz.com.br/gel-dersani-hidrogel-com-alginato-85g/p,Gel Dersani Hidrogel com Alginato 85g,15.91,70.99,86.9
Sanofi,7891058009458,2.5,22.55,https://www.drogariaveracruz.com.br/analgesico-dorflex-gotas-20ml/p,Dorflex Gotas 20ml,3.63,21.42,25.05
União Química,7896006222620,6.94,31.59,https://www.drogariaveracruz.com.br/solucao-oftalmica-octifen-025mgml-5ml/p,"Solução Oftálmica Octifen 0,25mg/ml 5ml",8.52,30.01,38.53
Eurofarma,7891317465667,7.39,29.56,https://www.drogariaveracruz.com.br/selene-0035mg-2mg-21-comprimidos-revestidos/p,"Selene 0,035mg + 2mg 21 comprimidos revestidos",8.87,28.08,36.95
Ems,7896004726700,4.99,14.97,https://www.drogariaveracruz.com.br/folifolin-5mg-ems-30-comprimidos/p,Folifolin 5mg EMS 30 comprimidos,5.74,14.22,19.96
Eurofarma,7891317465650,14.5,61.82,https://www.drogariaveracruz.com.br/selene-0035mg-2mg-63-comprimidos-revestidos/p,"Selene 0,035mg + 2mg 63 comprimidos revestidos",17.59,58.73,76.32
Galderma,7897930761414,22.82,119.83,https://www.drogariaveracruz.com.br/epiduo-1mgg-25mgg-gel-30g/p,Epiduo 1mg/g + 25mg/g Gel 30g,28.81,113.84,142.65
Torrent,8902220109520,20.68,55.93,https://www.drogariaveracruz.com.br/rosucor-20mg-30-comprimidos-revestidos/p,Rosucor 20mg 30 comprimidos revestidos,23.48,53.13,76.61
Sanofi,7891058059149,1.44,13.01,https://www.drogariaveracruz.com.br/plasil-10mg-20-comprimidos/p,Plasil 10mg 20 comprimidos,2.09,12.36,14.45
Cimed,7896523224459,3.82,4.31,https://www.drogariaveracruz.com.br/nevralgex-cimed-10-comprimidos/p,Nevralgex Cimed 10 comprimidos,4.04,4.09,8.13
Alcon,7896548140284,1.2,18.76,https://www.drogariaveracruz.com.br/solucao-otologica-cerumin-8ml/p,Cerumin Solução Otológica 8ml,2.14,17.82,19.96
Hertz,7896331709360,4.54,30.36,https://www.drogariaveracruz.com.br/pomada-calotrat-plantar-200mgg-kley-hertz-20g/p,Pomada Calotrat Plantar 200mg/g Kley Hertz 20g,6.06,28.84,34.9
Astrazeneca,7896206403409,99.07,422.35,https://www.drogariaveracruz.com.br/brilinta-90mg-60-comprimidos-revestidos/p,Brilinta 90mg 60 comprimidos revestidos,120.19,401.23,521.42
Ache,7896658035944,4.52,40.66,https://www.drogariaveracruz.com.br/solucao-nasal-sorine-jet-baby-jato-suave-continuo-100ml/p,Solução Nasal Sorine Jet Baby Jato Suave Contínuo 100ml,6.55,38.63,45.18
Sanfarma,7898108640616,10.02,5.88,https://www.drogariaveracruz.com.br/teste-de-gravidez-confira-pratic-1un/p,Teste de Gravidez Confira Pratic 1un,10.31,5.59,15.9
Teva,7898587901529,41.3,165.19,https://www.drogariaveracruz.com.br/cedur-retard-400mg-30-comprimidos-revestidos-de-liberacao-prolongada/p,Cedur Retard 400mg 30 comprimidos revestidos de liberação prolongada,49.56,156.93,206.49
